"       ","                                   ","          ","         ","                   ","                            ","                        ","  ","                     "
"ITEM   ","WINE DESC                          ","          ","         "," PROD GRP          ","COUNTRY                     ","SUB REGION           CL ","CL","CLASS DESC           "
"00522  ","SUNZEST LEMON & LIME               ","1         ","         "," JUICE             ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00523  ","COCA COLA 12OZ                     ","1         ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00525  ","COCA COLA 12OZ 6-PACK              ","1         ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00526  ","COKE ZERO 12OZ 6-PACK              ","          ","         "," SOFT DRINK        ","                            ","                     NL ","NL","NON ALC LOCAL        "
"00527  ","BAI COCONUT PINEAPLE PUNA PET      ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00529  ","BAI POMEGRANATE IPANEMA PET        ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00530  ","BAI SUPERTEA LMNAD TANZ PET        ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00531  ","BAI SUPERTEA PCH NARINO PET        ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00532  ","BAI SUPERTEA RSPBRY RIO PET        ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00534  ","SNAPPLE APPLE PET                  ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00536  ","REALIME SQ PET                     ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00537  ","REALIME PET                        ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00538  ","SNAPPLE FRUIT PUNCH PET            ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00540  ","SNAPPLE KIWI STRWBRY PET           ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00541  ","MOTTS APPLE JUICE REG              ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00542  ","MOTTS APPLE JCE 100%               ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00543  ","MOTTS APPLE JUIC 100%              ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00545  ","REALEMON SQ PET                    ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00546  ","REALEMON PET                       ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00547  ","MMT BOLD SPICY BLDY MARY PET       ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00548  ","MMT MAI TAI PET                    ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00549  ","MMT MARGARITA PET                  ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00550  ","MMT PINA COLADA PET                ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00551  ","MMT STRAW DAIQ MARG PET            ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00552  ","MOTTS APPLE JUICE                  ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00554  ","MISTIC MANGO CARROT                ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00555  ","MISTIC ORANGE CARROT               ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00556  ","MISTIC TROPICAL CARROT             ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00557  ","MMT BLDY MARY PET                  ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00558  ","CLAMATO CAN 4/6-PACK               ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00559  ","CLAMATO JUICE                      ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00560  ","HAW PUNCH FRT JCY RD PET           ","          ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
"00561  ","HAW PUNCH ORNG OCN PET             ","1         ","         ","                   ","                            ","                     NA ","NA","NON ALC IMPORT       "
