"      ","   ML/","    OZ/","     "
"ITEM  ","BOTTLE","   CASE","PROOF"
"801867","      ","       ","   24"
"801875","      ","       ","   24"
"801876","      ","       ","   24"
"801933","      ","       ","     "
"801938","      ","       ","     "
"801940","      ","       ","     "
"801945","      ","       ","     "
"801946","      ","       ","     "
"801959","      ","       ","     "
"801961","      ","       ","     "
"801968","      ","       ","     "
"801973","      ","       ","     "
"801982","      ","       ","   24"
"801996","      ","       ","     "
"802000","      ","       ","     "
"802001","      ","       ","     "
"802144","      ","       ","     "
"802436","      ","       ","     "
"802592","      ","       ","     "
"802604","      ","       ","     "
"802606","      ","       ","   24"
"802633","      ","       ","     "
"802718","      ","       ","     "
"802733","      ","       ","   24"
"802737","      ","       ","   24"
"802738","      ","       ","   24"
"802748","      ","       ","     "
"802807","      ","       ","     "
"802869","      ","       ","     "
"802882","      ","       ","     "
"802890","      ","       ","     "
"802906","      ","       ","   24"
"802919","      ","       ","   24"
"802928","      ","       ","     "
"802940","      ","       ","   24"
"802946","      ","       ","   24"
"802955","      ","       ","   24"
"803006","      ","       ","     "
"803012","      ","       ","     "
"803014","      ","       ","     "
"803026","      ","       ","     "
"803031","      ","       ","     "
"803036","      ","       ","     "
"803048","      ","       ","     "
"803062","      ","       ","     "
"803134","      ","       ","     "
"803176","      ","       ","     "
"803215","      ","       ","     "
"803219","      ","       ","     "
"803220","      ","       ","     "
"803223","      ","       ","     "
"803285","      ","       ","     "
"803301","      ","       ","   24"
"803422","      ","       ","     "
"803569","      ","       ","     "
"803574","      ","       ","     "
"803593","      ","       ","     "
"803598","      ","       ","     "
"803608","      ","       ","     "
"803626","      ","       ","     "
"803707","      ","       ","     "
"803709","      ","       ","     "
"803712","      ","       ","     "
"803737","      ","       ","     "
"803739","      ","       ","     "
"803741","      ","       ","     "
"803743","      ","       ","     "
"803744","   30 ","    1.0","     "
"803757","      ","       ","     "
"803760","      ","       ","     "
"803774","      ","       ","     "
"803788","      ","       ","     "
"803791","      ","       ","     "
"803792","   30 ","    1.0","     "
"803794","   30 ","    1.0","     "
"803795","   30 ","    1.0","     "
"803796","   30 ","    1.0","     "
"803892","   30 ","    1.0","     "
"803897","   30 ","    1.0","     "
"803898","   30 ","    1.0","     "
"803900","   30 ","    1.0","     "
"803904","   30 ","    1.0","     "
"803905","   30 ","    1.0","     "
"803907","   30 ","    1.0","     "
"803909","   30 ","    1.0","     "
"803910","   30 ","    1.0","     "
"803914","   30 ","    1.0","     "
"803917","    1 ","       ","     "
"803929","      ","       ","     "
"803936","      ","       ","     "
"803940","      ","       ","     "
"803941","      ","       ","     "
"803956","      ","       ","     "
"803957","      ","       ","     "
"803960","      ","       ","     "
"803970","      ","       ","     "
"803971","      ","       ","     "
"803972","      ","       ","     "
"803973","      ","       ","     "
"803974","      ","       ","     "
"803989","      ","       ","     "
"803995","      ","       ","     "
"803996","      ","       ","     "
"803997","      ","       ","     "
"803998","      ","       ","     "
"804002","      ","       ","     "
"804004","      ","       ","     "
"804005","   30 ","    1.0","     "
"804006","      ","       ","     "
"804007","      ","       ","     "
"804012","      ","       ","     "
"804017","      ","       ","     "
"804040","   30 ","    1.0","     "
"804046","   30 ","    1.0","     "
"804047","      ","       ","     "
"804051","    1 ","       ","     "
"804054","      ","       ","     "
"804058","      ","       ","     "
"804059","      ","       ","     "
"804061","      ","       ","     "
"804097","      ","       ","     "
"804099","      ","       ","     "
"804106","      ","       ","     "
"804107","      ","       ","     "
"804109","      ","       ","     "
"804110","      ","       ","     "
"804111","      ","       ","     "
"804117","      ","       ","     "
"804136","      ","       ","     "
"804198","      ","       ","     "
"804252","      ","       ","     "
"804253","      ","       ","     "
"804255","      ","       ","     "
"804256","      ","       ","     "
"804257","      ","       ","     "
"804258","      ","       ","     "
"804259","      ","       ","     "
"804261","      ","       ","     "
"804275","      ","       ","     "
"804276","      ","       ","     "
"804281","      ","       ","     "
"804289","      ","       ","     "
"804291","      ","       ","     "
"804295","      ","       ","     "
"804366","      ","       ","   24"
"804378","      ","       ","     "
"804385","      ","       ","     "
"804445","      ","       ","     "
"805166","      ","       ","     "
"805168","      ","       ","   24"
"805170","      ","       ","   24"
"805230","      ","       ","   24"
"805233","      ","       ","     "
"805251","      ","       ","     "
"805275","      ","       ","     "
"805406","      ","       ","     "
"805409","      ","       ","     "
"805410","      ","       ","     "
"805771","      ","       ","     "
"805917","      ","       ","     "
"805926","      ","       ","     "
"805930","      ","       ","     "
"805932","      ","       ","   24"
"805933","      ","       ","     "
"805934","      ","       ","     "
"805981","      ","       ","     "
"806166","      ","       ","     "
"806167","      ","       ","     "
"806179","      ","       ","     "
"806185","      ","       ","     "
"806189","      ","       ","     "
"806193","      ","       ","     "
"806194","      ","       ","     "
"806196","      ","       ","     "
"806223","      ","       ","     "
"806262","      ","       ","     "
"806264","      ","       ","     "
"806269","      ","       ","     "
"806298","      ","       ","     "
"806395","      ","       ","     "
"806399","      ","       ","   24"
"806400","      ","       ","     "
"806403","      ","       ","     "
"806515","      ","       ","     "
"806518","      ","       ","     "
"806520","      ","       ","     "
"806521","      ","       ","     "
"806522","      ","       ","     "
"806524","      ","       ","     "
"806525","      ","       ","     "
"806527","      ","       ","     "
"806530","      ","       ","     "
"806532","      ","       ","     "
"806533","      ","       ","     "
"806534","      ","       ","     "
"806535","      ","       ","     "
"806537","      ","       ","     "
"806538","      ","       ","     "
"806541","      ","       ","     "
"806543","      ","       ","     "
"806544","      ","       ","     "
"806545","      ","       ","     "
"806547","      ","       ","     "
"806549","      ","       ","     "
"806551","      ","       ","     "
"806552","      ","       ","     "
"806553","      ","       ","     "
"806554","      ","       ","     "
"806570","      ","       ","     "
"806602","      ","       ","     "
"806610","      ","       ","     "
"806655","      ","       ","     "
"806657","      ","       ","     "
"806658","      ","       ","     "
"806661","      ","       ","     "
"806662","      ","       ","     "
"806663","      ","       ","     "
"806664","      ","       ","     "
"806665","      ","       ","     "
"806670","      ","       ","     "
"806671","      ","       ","     "
"806672","      ","       ","     "
"806673","      ","       ","     "
"806681","      ","       ","     "
"806684","      ","       ","     "
"806685","      ","       ","     "
"806686","      ","       ","     "
"806693","      ","       ","     "
"806725","      ","       ","     "
"806737","      ","       ","     "
"806739","      ","       ","   24"
"806740","      ","       ","   24"
"806742","      ","       ","   24"
"806757","      ","       ","   24"
"806758","      ","       ","     "
"806768","      ","       ","     "
"806770","      ","       ","   24"
"806772","      ","       ","   24"
"806774","      ","       ","   24"
"806775","      ","       ","   24"
"806778","      ","       ","   24"
"806779","      ","       ","   24"
"806781","      ","       ","   24"
"806782","      ","       ","   24"
"806784","      ","       ","   24"
"806785","      ","       ","   24"
"806791","      ","       ","   24"
"806792","      ","       ","   24"
"806848","      ","       ","     "
"806849","      ","       ","     "
"806855","      ","       ","     "
"806858","      ","       ","     "
"806860","      ","       ","   24"
"806861","      ","       ","   24"
"807058","      ","       ","   24"
"807061","      ","       ","   24"
"807062","      ","       ","   24"
"807063","      ","       ","     "
"807158","      ","       ","   24"
"807173","      ","       ","     "
"807226","      ","       ","     "
"807309","      ","       ","     "
"807311","      ","       ","     "
"807315","      ","       ","     "
"807319","      ","       ","   24"
"807353","      ","       ","     "
"807721","      ","       ","     "
"807722","      ","       ","     "
"807723","      ","       ","     "
"807732","      ","       ","     "
"807734","      ","       ","     "
"807750","      ","       ","     "
"807751","      ","       ","   24"
"807752","      ","       ","   24"
"807754","      ","       ","   24"
"807758","      ","       ","   24"
"807759","      ","       ","   24"
"807785","      ","       ","     "
"807786","      ","       ","     "
"807787","      ","       ","     "
"807788","      ","       ","     "
"807811","      ","       ","     "
"807816","      ","       ","     "
"807824","      ","       ","     "
"807825","      ","       ","     "
"807826","      ","       ","     "
"807840","      ","       ","     "
"807845","      ","       ","     "
"807846","      ","       ","     "
"807862","      ","       ","     "
"807863","      ","       ","     "
"807873","      ","       ","     "
"807883","      ","       ","     "
"807889","      ","       ","     "
"807978","      ","       ","     "
"807981","      ","       ","     "
"807993","      ","       ","     "
"807994","      ","       ","     "
"808003","      ","       ","     "
"808010","      ","       ","     "
"808032","      ","       ","     "
"808037","      ","       ","     "
"808049","      ","       ","     "
"808053","      ","       ","     "
"808056","      ","       ","   24"
"808058","      ","       ","     "
"808061","      ","       ","     "
"808102","      ","       ","     "
"808108","      ","       ","     "
"808109","      ","       ","     "
"808113","      ","       ","     "
"808121","      ","       ","     "
"808123","      ","       ","     "
"808138","      ","       ","     "
"808139","      ","       ","     "
"808152","      ","       ","     "
"808154","      ","       ","     "
"808155","      ","       ","     "
"808156","      ","       ","     "
"808159","      ","       ","     "
"808161","      ","       ","     "
"808163","      ","       ","     "
"808164","      ","       ","     "
"808165","      ","       ","     "
"808168","      ","    1.0","     "
"808172","      ","       ","     "
"808183","      ","       ","     "
"808185","      ","    1.0","     "
"808196","      ","    1.0","     "
"808198","      ","       ","     "
"808228","      ","       ","     "
"808230","      ","       ","     "
"808249","      ","       ","     "
"808250","      ","       ","     "
"808318","      ","       ","     "
"808325","      ","       ","     "
"808326","      ","       ","     "
"808335","      ","       ","     "
"808336","      ","       ","     "
"808414","      ","       ","     "
"808415","      ","       ","     "
"808419","      ","       ","     "
"808472","      ","       ","     "
"808482","      ","       ","     "
"808497","      ","       ","     "
"808508","      ","       ","     "
"808511","      ","       ","     "
"808513","      ","       ","     "
"808514","      ","       ","     "
"808515","      ","       ","     "
"808516","      ","       ","     "
"808517","      ","       ","     "
"808518","      ","       ","     "
"808521","      ","       ","     "
"808533","      ","       ","     "
"808539","      ","       ","     "
"808569","      ","       ","     "
"808612","      ","       ","     "
"808626","      ","       ","     "
"808629","      ","       ","     "
"808658","      ","       ","     "
"808665","      ","       ","     "
"808708","      ","       ","     "
"808710","      ","       ","     "
"808745","      ","       ","     "
"808747","      ","       ","     "
"808794","      ","       ","     "
"808868","      ","       ","     "
"808869","      ","       ","     "
"808870","      ","       ","     "
"808871","      ","       ","     "
"808872","      ","       ","     "
"808873","      ","    1.0","     "
"808874","      ","       ","     "
"808875","      ","       ","     "
"808876","      ","       ","     "
"808900","      ","       ","     "
"808909","      ","       ","     "
"808916","    1 ","       ","     "
"808925","      ","       ","     "
"808930","      ","       ","     "
"808949","      ","       ","     "
"808950","      ","       ","     "
"808956","      ","       ","     "
"808957","      ","       ","     "
"808966","      ","       ","     "
"808984","      ","       ","     "
"809008","      ","       ","     "
"809010","      ","       ","     "
"809013","      ","       ","     "
"809040","      ","       ","   24"
"809041","      ","       ","     "
"809043","      ","       ","   24"
"809048","      ","       ","     "
"809086","      ","       ","     "
"809134","      ","       ","     "
"809141","      ","       ","     "
"809147","      ","       ","     "
"809155","      ","       ","     "
"809160","      ","       ","     "
"809164","      ","       ","     "
"809165","      ","       ","     "
"809166","      ","       ","     "
"809169","      ","       ","     "
"809173","      ","       ","     "
"809174","      ","       ","     "
"809184","      ","       ","     "
"809185","      ","       ","     "
"809193","      ","       ","     "
"809195","      ","       ","     "
"809196","      ","       ","     "
"809205","      ","       ","     "
"809208","      ","       ","     "
"809216","      ","       ","     "
"809217","    1 ","       ","     "
"809218","      ","       ","     "
"809220","      ","       ","   24"
"809229","      ","       ","     "
"809255","      ","       ","     "
"809257","      ","       ","     "
"809258","      ","       ","     "
"809261","      ","       ","     "
"809262","      ","       ","     "
"809263","      ","       ","     "
"809264","      ","       ","     "
"809265","      ","       ","     "
"809326","      ","       ","     "
"809330","      ","       ","     "
"809332","      ","       ","     "
"809333","      ","       ","     "
"809334","      ","       ","     "
"809335","      ","       ","     "
"809336","      ","       ","     "
"809337","      ","       ","     "
"809338","      ","       ","     "
"809339","      ","       ","     "
"809349","      ","       ","     "
"809364","      ","       ","     "
"809365","      ","       ","     "
"809371","      ","       ","     "
"809373","      ","       ","     "
"809374","      ","       ","     "
"809377","      ","       ","     "
"809382","      ","       ","     "
"809385","      ","       ","     "
"809402","      ","       ","     "
"809404","      ","       ","     "
"809413","      ","       ","     "
"809414","      ","       ","     "
"809415","      ","       ","     "
"809436","      ","       ","     "
"809439","      ","       ","     "
"809581","      ","       ","     "
"809763","      ","       ","     "
"809847","      ","       ","     "
"809864","      ","       ","     "
"809866","      ","       ","     "
"809868","      ","       ","     "
"809875","      ","       ","     "
"809876","      ","       ","   24"
"809877","      ","       ","   24"
"809879","      ","       ","     "
"809880","      ","       ","     "
"809881","      ","       ","     "
"809887","      ","       ","     "
"809888","      ","       ","     "
"809889","      ","       ","     "
"809891","      ","       ","     "
"809893","      ","       ","     "
"809894","      ","       ","     "
"809897","      ","       ","     "
"809904","      ","       ","     "
"809909","      ","       ","     "
"809911","      ","       ","     "
"809915","      ","       ","     "
"809916","      ","       ","     "
"809921","      ","       ","     "
"809935","      ","       ","   24"
"809936","      ","       ","     "
"809937","      ","       ","     "
"809939","      ","       ","     "
"809990","      ","       ","     "
"810000","      ","       ","     "
"810012","      ","       ","     "
"810016","      ","       ","     "
"810019","      ","       ","     "
"810038","      ","       ","     "
"810039","      ","       ","     "
"810040","      ","       ","     "
"810048","      ","       ","     "
"810049","      ","       ","     "
"810050","      ","       ","     "
"810100","      ","       ","   24"
"810104","      ","       ","   24"
"810105","      ","       ","   24"
"810106","      ","       ","   24"
"810116","      ","       ","     "
"810117","      ","       ","     "
"810118","      ","       ","     "
"810125","      ","       ","     "
"810127","      ","       ","     "
"810132","      ","       ","     "
"810133","      ","       ","     "
"810135","      ","       ","     "
"810137","      ","       ","     "
"810138","      ","       ","     "
"810139","      ","       ","     "
"810140","      ","       ","     "
"810141","      ","       ","     "
"810143","      ","       ","     "
"810160","      ","       ","     "
"810161","      ","       ","     "
"810164","      ","       ","     "
"810168","      ","       ","     "
"810176","      ","       ","     "
"810230","      ","       ","     "
"810231","      ","       ","     "
"810232","      ","       ","     "
"810233","      ","       ","     "
"810236","      ","       ","     "
"810239","      ","       ","     "
"810242","      ","       ","     "
"810272","      ","       ","     "
"810273","      ","       ","     "
"810274","      ","       ","     "
"810281","      ","       ","     "
"810284","      ","       ","     "
"810285","      ","       ","     "
"810287","      ","       ","     "
"810289","      ","       ","     "
"810292","      ","       ","     "
"810296","      ","       ","     "
"810297","      ","       ","     "
"810298","      ","       ","     "
"810300","      ","       ","     "
"810302","      ","       ","     "
"810303","      ","       ","   24"
"810304","      ","       ","     "
"810307","      ","       ","     "
"810310","      ","       ","     "
"810311","      ","       ","     "
"810312","      ","       ","     "
"810313","      ","       ","     "
"810314","      ","       ","     "
"810325","      ","       ","     "
"810326","      ","       ","     "
"810335","      ","       ","     "
"810336","      ","       ","     "
"810339","      ","       ","     "
"810343","      ","       ","     "
"810393","      ","       ","     "
"810401","   30 ","    1.0","     "
"810404","      ","       ","     "
"810405","      ","       ","     "
"810407","      ","       ","     "
"810421","      ","       ","     "
"810423","      ","       ","     "
"810427","      ","       ","     "
"810429","      ","       ","     "
"810438","      ","       ","     "
"810439","      ","       ","     "
"810440","      ","       ","     "
"810441","      ","       ","     "
"810442","      ","       ","     "
"810444","      ","       ","     "
"810445","      ","       ","     "
"810449","      ","       ","     "
"810480","      ","       ","     "
"810481","      ","       ","     "
"810487","      ","       ","     "
"810510","      ","       ","     "
"810512","      ","       ","     "
"810513","      ","       ","     "
"810514","      ","       ","     "
"810515","      ","       ","     "
"810516","      ","       ","     "
"810521","      ","       ","     "
"810522","      ","       ","     "
"810523","      ","       ","     "
"810524","      ","       ","     "
"810526","      ","       ","     "
"810527","      ","       ","     "
"810550","      ","       ","     "
"810551","      ","       ","     "
"810552","      ","       ","     "
"810554","      ","       ","     "
"810555","      ","       ","     "
"810557","      ","       ","     "
"810558","      ","       ","   24"
"810601","      ","       ","     "
"810636","      ","       ","     "
"810637","      ","       ","     "
"810639","      ","       ","     "
"810650","      ","       ","     "
"810652","      ","       ","     "
"810662","      ","       ","     "
"810705","      ","       ","     "
"810748","      ","       ","     "
"810751","      ","       ","     "
"810753","      ","       ","     "
"810754","      ","       ","     "
"810755","      ","       ","     "
"810756","      ","       ","     "
"810758","      ","       ","     "
"810759","      ","       ","     "
"810796","      ","       ","     "
"810804","      ","       ","     "
"810825","      ","       ","   24"
"810829","      ","       ","     "
"810922","      ","       ","     "
"811026","      ","       ","     "
"811029","      ","       ","     "
"811039","      ","       ","     "
"811041","      ","       ","     "
"811044","    1 ","       ","     "
"811045","      ","       ","     "
"811050","      ","       ","     "
"811052","      ","       ","     "
"811063","      ","       ","     "
"811106","      ","       ","     "
"811108","      ","       ","     "
"811125","      ","       ","     "
"811127","      ","       ","     "
"811128","      ","       ","     "
"811139","      ","       ","     "
"811140","      ","       ","     "
"811141","      ","       ","     "
"811149","      ","       ","     "
"811151","      ","       ","     "
"811156","   30 ","    1.0","     "
"811157","      ","       ","     "
"811158","      ","       ","     "
"811159","      ","       ","     "
"811160","      ","       ","     "
"811161","      ","       ","     "
"811164","      ","       ","     "
"811165","      ","       ","     "
"811166","      ","       ","     "
"811167","      ","       ","     "
"811168","      ","       ","     "
"811169","      ","       ","     "
"811170","      ","       ","     "
"811172","      ","       ","     "
"811173","      ","       ","     "
"811174","      ","       ","     "
"811175","      ","       ","     "
"811185","      ","       ","     "
"811199","      ","       ","     "
"811200","      ","       ","     "
"811201","      ","       ","     "
"811210","      ","       ","     "
"811212","      ","       ","     "
"811214","      ","       ","     "
"811220","      ","       ","     "
"811239","      ","       ","     "
"811240","      ","       ","     "
"811241","      ","       ","     "
"811242","      ","       ","     "
"811243","      ","       ","     "
"811245","      ","       ","     "
"811248","      ","       ","     "
"811250","      ","       ","     "
"811276","      ","       ","     "
"811277","      ","       ","     "
"811278","      ","       ","     "
"811279","      ","       ","     "
"811281","      ","       ","     "
"811282","      ","       ","     "
"811283","      ","       ","     "
"811284","      ","       ","     "
"811285","      ","       ","     "
"811287","      ","       ","     "
"811288","      ","       ","     "
"811293","      ","       ","     "
"811303","      ","       ","     "
"811311","      ","       ","     "
"811312","      ","       ","     "
"811313","      ","       ","     "
"811315","      ","       ","     "
"811318","      ","       ","     "
"811322","      ","       ","     "
"811323","      ","       ","     "
"811325","      ","       ","     "
"811326","      ","       ","     "
"811328","      ","       ","     "
"811338","      ","       ","     "
"811342","      ","       ","     "
"811346","      ","       ","     "
"811348","      ","       ","     "
"811349","      ","       ","     "
"811350","      ","       ","     "
"811351","      ","       ","     "
"811353","      ","       ","     "
"811354","      ","       ","     "
"811356","      ","       ","     "
"811357","      ","       ","     "
"811362","      ","       ","     "
"811363","      ","       ","     "
"811364","      ","       ","     "
"811365","      ","       ","     "
"811366","      ","       ","     "
"811367","      ","       ","     "
"811368","      ","       ","     "
"811372","      ","       ","     "
"811373","      ","       ","     "
"811374","      ","       ","     "
"811375","      ","       ","     "
"811376","      ","       ","     "
"811377","      ","       ","     "
"811378","      ","       ","     "
"811379","      ","       ","     "
"811384","      ","       ","     "
"811385","      ","       ","     "
"811386","      ","       ","     "
"811387","      ","       ","     "
"811388","      ","       ","     "
"811389","      ","       ","     "
"811391","      ","       ","     "
"811392","      ","       ","     "
"811393","      ","       ","     "
"811400","      ","       ","     "
"811401","      ","       ","     "
"811403","      ","       ","     "
"811408","      ","       ","     "
"811410","      ","       ","     "
"811412","      ","       ","     "
"811413","      ","       ","     "
"811417","      ","       ","     "
"811418","      ","       ","     "
"811419","      ","       ","     "
"811420","      ","       ","     "
"811422","      ","       ","     "
"811424","      ","       ","     "
"811433","      ","       ","     "
"811434","      ","       ","     "
"811435","      ","       ","     "
"811440","      ","       ","     "
"811445","      ","       ","     "
"811446","      ","       ","     "
"811447","      ","       ","     "
"811454","      ","       ","     "
"811455","      ","       ","     "
"811456","      ","       ","     "
"811457","      ","       ","     "
"811460","      ","       ","     "
"811468","      ","       ","     "
"811469","      ","       ","     "
"811477","      ","       ","     "
"811478","      ","       ","     "
"811486","      ","       ","     "
"811501","      ","       ","     "
"811502","      ","       ","     "
"811506","      ","       ","     "
"811508","      ","       ","     "
"811510","      ","       ","     "
"811512","      ","       ","     "
"811516","      ","       ","     "
"811517","      ","       ","     "
"811518","      ","       ","     "
"811541","      ","       ","     "
"811542","      ","       ","   24"
"811543","      ","       ","   24"
"811544","      ","       ","   24"
"811545","      ","       ","     "
"811559","      ","       ","     "
"811562","      ","       ","     "
"811564","      ","       ","     "
"811565","      ","       ","     "
"811568","      ","       ","     "
"811569","      ","       ","     "
"811572","      ","       ","     "
"811573","      ","       ","     "
"811575","      ","       ","     "
"811577","      ","       ","     "
"811589","      ","       ","     "
"811592","      ","       ","     "
"811593","      ","       ","     "
"811597","      ","       ","     "
"811601","      ","       ","     "
"811603","      ","       ","     "
"811604","      ","       ","     "
"811605","      ","       ","     "
"811643","      ","       ","     "
"811658","      ","       ","     "
"811682","      ","       ","     "
"811687","      ","       ","     "
"811710","      ","       ","     "
"811722","      ","       ","     "
"811745","      ","       ","     "
"811746","      ","       ","     "
"811751","      ","       ","     "
"811753","      ","       ","     "
"811754","      ","       ","     "
"811755","      ","       ","     "
"811756","      ","       ","     "
"811757","      ","       ","     "
"811759","      ","       ","     "
"811764","      ","       ","     "
"811765","      ","       ","     "
"811769","      ","       ","     "
"811770","      ","       ","     "
"811771","      ","       ","     "
"811772","      ","       ","     "
"811773","      ","       ","     "
"811775","      ","       ","     "
"811782","      ","       ","     "
"811783","      ","       ","     "
"811792","      ","       ","     "
"811793","      ","       ","     "
"811812","      ","       ","     "
"811872","      ","       ","     "
"811884","      ","       ","     "
"811887","      ","       ","     "
"811896","      ","       ","     "
"811903","      ","       ","     "
"811959","      ","       ","     "
"811979","      ","       ","     "
"811984","      ","       ","     "
"811985","      ","       ","     "
"811990","      ","       ","     "
"812073","      ","       ","     "
"812126","      ","       ","     "
"812151","      ","       ","     "
"812155","      ","       ","     "
"812193","      ","       ","     "
"812195","      ","       ","   24"
"812196","      ","       ","     "
"812198","      ","       ","     "
"812199","      ","       ","   24"
"812201","      ","       ","   24"
"812203","      ","       ","   24"
"812283","      ","       ","     "
"812288","      ","       ","   24"
"812293","   30 ","    1.0","     "
"812361","   30 ","    1.0","     "
"812365","      ","       ","     "
"812366","      ","       ","     "
"812367","      ","       ","     "
"812368","      ","       ","     "
"812369","      ","       ","     "
"812370","      ","       ","     "
"812372","      ","       ","     "
"812374","      ","       ","     "
"812375","      ","       ","     "
"812376","      ","       ","     "
"812378","      ","       ","     "
"812379","    1 ","       ","     "
"812380","      ","       ","     "
"812384","      ","       ","     "
"812385","      ","       ","     "
"812413","      ","       ","     "
"812415","      ","       ","     "
"812416","      ","       ","     "
"812418","      ","       ","     "
"812419","      ","       ","     "
"812420","      ","       ","     "
"812421","      ","       ","     "
"812432","      ","       ","     "
"812481","      ","       ","     "
"812483","      ","       ","   24"
"812485","      ","       ","     "
"812507","      ","       ","     "
"812513","      ","       ","     "
"812526","      ","       ","     "
"812529","      ","       ","     "
"812530","      ","       ","     "
"812537","      ","       ","     "
"812539","      ","       ","     "
"812555","      ","       ","     "
"812580","      ","       ","     "
"812610","   30 ","    1.0","     "
"812619","      ","       ","     "
"812681","      ","       ","     "
"812687","      ","       ","     "
"812716","      ","       ","     "
"812717","      ","       ","     "
"812732","      ","       ","     "
"812748","      ","       ","     "
"812758","      ","       ","     "
"812759","      ","       ","     "
"812760","      ","       ","     "
"812761","      ","       ","     "
"812762","      ","       ","     "
"812766","      ","       ","     "
"812769","      ","       ","     "
"812778","      ","       ","     "
"812793","      ","       ","     "
"812795","      ","       ","     "
"812797","      ","       ","     "
"812798","      ","       ","     "
"812799","      ","       ","     "
"812801","      ","       ","     "
"812809","      ","       ","     "
"812811","      ","       ","     "
"812812","      ","       ","     "
"812813","      ","       ","     "
"812815","      ","       ","     "
"812816","      ","       ","     "
"812817","      ","       ","     "
"812818","      ","       ","   24"
"812820","      ","       ","     "
"812821","      ","       ","     "
"812822","      ","       ","     "
"812823","      ","       ","     "
"812825","      ","       ","     "
"812827","      ","       ","     "
"812828","      ","       ","     "
"812830","      ","       ","     "
"812831","      ","       ","     "
"812833","      ","       ","     "
"812834","      ","       ","     "
"812835","      ","       ","     "
"812836","      ","       ","     "
"812837","      ","       ","     "
"812838","      ","       ","     "
"812840","      ","       ","     "
"812841","      ","       ","     "
"812842","      ","       ","     "
"812846","      ","       ","     "
"812847","      ","       ","     "
"812848","      ","       ","   24"
"812849","      ","       ","   24"
"812850","      ","       ","     "
"812851","      ","       ","     "
"812852","      ","       ","     "
"812853","      ","       ","     "
"812854","      ","       ","     "
"812855","      ","       ","     "
"812856","      ","       ","   24"
"812858","      ","       ","     "
"812859","      ","       ","     "
"812860","      ","       ","     "
"812863","      ","       ","     "
"812864","      ","       ","     "
"812869","      ","       ","     "
"812870","      ","       ","     "
"812873","      ","       ","   24"
"812874","      ","       ","     "
"812875","      ","       ","     "
"812876","      ","       ","     "
"812878","      ","       ","     "
"812879","      ","       ","     "
"812880","      ","       ","     "
"812882","      ","       ","     "
"812883","      ","       ","     "
"812884","      ","       ","     "
"812885","      ","       ","   24"
"812889","      ","       ","     "
"812901","      ","       ","   24"
"812902","      ","       ","   24"
"812904","      ","       ","     "
"812906","      ","       ","     "
"812908","   30 ","    1.0","     "
"812927","      ","       ","     "
"812928","      ","       ","     "
"812929","      ","       ","     "
"812932","      ","       ","   24"
"812933","      ","       ","   24"
"812936","      ","       ","   24"
"812937","      ","       ","   24"
"812938","      ","       ","   24"
"812939","      ","       ","     "
"812941","      ","       ","     "
"812943","      ","       ","     "
"812944","      ","       ","     "
"812947","      ","       ","     "
"812948","      ","       ","     "
"812950","      ","       ","     "
"812951","      ","       ","     "
"812952","      ","       ","     "
"812954","      ","       ","     "
"812955","      ","       ","     "
"812956","      ","       ","     "
"812957","      ","       ","     "
"812958","      ","       ","     "
"812959","      ","       ","     "
"812961","      ","       ","     "
"812967","      ","       ","     "
"812969","      ","       ","     "
"812971","   30 ","    1.0","     "
"812973","      ","       ","     "
"812978","      ","       ","     "
"812979","      ","       ","     "
"812980","      ","       ","     "
"812982","      ","       ","     "
"812983","      ","       ","     "
"812984","      ","       ","     "
"812985","      ","       ","     "
"812986","      ","       ","     "
"812987","      ","       ","     "
"812988","      ","       ","     "
"812989","      ","       ","     "
"812991","      ","       ","   24"
"812995","      ","       ","     "
"812998","      ","       ","     "
"813002","      ","       ","     "
"813003","      ","       ","     "
"813019","      ","       ","     "
"813020","      ","       ","     "
"813022","      ","       ","     "
"813023","      ","       ","     "
"813024","      ","       ","     "
"813025","      ","       ","     "
"813026","      ","       ","     "
"813027","      ","       ","     "
"813028","      ","       ","     "
"813029","      ","       ","     "
"813030","      ","       ","     "
"813031","      ","       ","     "
"813032","      ","       ","     "
"813033","      ","       ","     "
"813034","      ","       ","     "
"813035","      ","       ","     "
"813036","      ","       ","     "
"813037","      ","       ","     "
"813038","      ","       ","     "
"813039","      ","       ","     "
"813040","      ","       ","     "
"813046","      ","       ","     "
"813047","      ","       ","     "
"813048","      ","       ","     "
"813049","      ","       ","     "
"813050","      ","       ","     "
"813051","      ","       ","     "
"813053","      ","       ","   24"
"813054","      ","       ","   24"
"813055","      ","       ","   24"
"813056","      ","       ","   24"
"813057","      ","       ","     "
"813058","      ","       ","     "
"813071","      ","       ","     "
"813080","      ","       ","     "
"813095","      ","       ","     "
"813096","      ","       ","     "
"813097","      ","       ","     "
"813098","      ","       ","     "
"813099","      ","       ","     "
"813100","      ","       ","     "
"813101","      ","       ","     "
"813102","      ","       ","     "
"813103","      ","       ","     "
"813104","      ","       ","     "
"813105","      ","       ","     "
"813106","      ","       ","     "
"813107","      ","       ","     "
"813108","      ","       ","     "
"813109","      ","       ","     "
"813110","      ","       ","     "
"813111","      ","       ","     "
"813113","      ","       ","     "
"813114","      ","       ","     "
"813115","      ","       ","     "
"813116","      ","       ","     "
"813117","      ","       ","     "
"813118","      ","       ","     "
"813119","      ","       ","     "
"813120","      ","       ","     "
