"      ","   ML/","    OZ/","     "
"ITEM  ","BOTTLE","   CASE","PROOF"
"101001","  750 ","  304.4","   24"
"101002","  750 ","  304.4","   24"
"101003","  750 ","  304.4","   24"
"101004","  750 ","  304.4","   24"
"101005","  750 ","  304.4","   24"
"101006","  750 ","  304.4","   24"
"101007","  750 ","  304.4","   24"
"101008","  750 ","  304.4","   24"
"101009","  750 ","  304.4","   24"
"101010","  750 ","  304.4","   24"
"101011","  750 ","  304.4","   24"
"101012","  750 ","  304.4","   24"
"101015","  750 ","  304.4","   24"
"101016","  750 ","  304.4","   24"
"101017","  750 ","  304.4","   24"
"101018","  750 ","  304.4","   24"
"101019","  750 ","  152.2","   24"
"101020","  750 ","  304.4","   24"
"101021","  750 ","  304.4","   24"
"101022","  750 ","  304.4","   24"
"101023","  750 ","  304.4","   24"
"101024","  750 ","  304.4","   24"
"101025","  750 ","  304.4","   24"
"101028","  750 ","  304.4","   24"
"101029","  750 ","  304.4","   24"
"101030","  750 ","  304.4","   24"
"101038","  750 ","  152.2","   24"
"101039","  750 ","  152.2","   24"
"101040","  750 ","  152.2","   24"
"101041","  750 ","  152.2","   24"
"101042","  750 ","  152.2","   24"
"101043","  750 ","  152.2","   24"
"101044","  750 ","  152.2","   24"
"101045","  750 ","  152.2","   24"
"101046","  750 ","  152.2","   24"
"101047","  750 ","  304.4","   24"
"101050","  750 ","  152.2","   24"
"101052","  750 ","  152.2","   24"
"101056","  750 ","  152.2","   24"
"101057","  375 ","   76.1","   24"
"101060","  750 ","  152.2","   24"
"101061","  750 ","  304.4","   24"
"101062","  750 ","  304.4","   24"
"101063","  750 ","  152.2","   24"
"101065","  750 ","  304.4","   24"
"101066","  750 ","  304.4","   24"
"101067","  750 ","  304.4","   24"
"101068","  750 ","  304.4","   24"
"101070","  750 ","  304.4","   24"
"101071","  750 ","  304.4","   24"
"101072","  750 ","  152.2","   24"
"101073","  750 ","  304.4","   24"
"101074","  750 ","  304.4","   24"
"101075","  750 ","  152.2","   24"
"101076","  750 ","  152.2","   24"
"101077","  750 ","  304.4","   24"
"101079","  750 ","  304.4","   24"
"101082","  750 ","  304.4","   24"
"101083","  750 ","  152.2","   24"
"101084","  750 ","  152.2","   24"
"101085","  750 ","  152.2","   24"
"101086","  375 ","  152.2","   24"
"101087","  750 ","  304.4","   24"
"101088","  750 ","  152.2","   24"
"101089","  750 ","  304.4","   24"
"101090","  750 ","  152.2","   24"
"101092","  750 ","  152.2","   24"
"101093","  750 ","  304.4","   24"
"101095","  750 ","  304.4","   24"
"101096","  750 ","  152.2","   24"
"101097","  750 ","  304.4","   24"
"101098","  750 ","  304.4","   24"
"101099","  750 ","  304.4","   24"
"101100","  750 ","  152.2","   24"
"101101","  750 ","  304.4","   24"
"101105","  750 ","  304.3","   24"
"101106","  750 ","  304.4","   24"
"101109","  750 ","  304.4","   24"
"101111","  750 ","  304.4","   24"
"101112","  750 ","  304.4","   24"
"101113","  750 ","  304.4","   24"
"101114","  750 ","  304.4","   24"
"101117","  750 ","  304.4","   24"
"101119","  750 ","  304.4","   24"
"101121","  750 ","  304.4","   24"
"101122","  750 ","  304.4","   24"
"101123","  750 ","  304.4","   24"
"101124","  750 ","  304.4","   24"
"101125","  750 ","  304.4","   24"
"101126","  750 ","  304.4","   24"
"101127","  750 ","  304.4","   24"
"101128","  750 ","  304.4","   24"
"101131","  750 ","  304.4","   24"
"101138","  750 ","  304.4","   24"
"101139","  750 ","  152.2","   24"
"101140","  750 ","  304.4","   24"
"101141","  750 ","  304.4","   24"
"101142","  750 ","  304.4","   24"
"101143","  750 ","  304.4","   24"
"101144","  750 ","  304.3","   24"
"101146","  750 ","  304.4","   24"
"101147","  750 ","  304.4","   24"
"101148","  750 ","  304.4","   24"
"101149","  750 ","  152.2","   24"
"101150","  750 ","  304.4","   24"
"101151","  750 ","  304.4","   24"
"101152","  750 ","  304.4","   24"
"101158","  750 ","  152.2","   24"
"101159","  750 ","  304.4","   24"
"101160","  750 ","  304.4","   24"
"101161","  750 ","  152.2","   24"
"101162","  750 ","  304.4","   24"
"101163","  750 ","  304.4","   24"
"101164","  750 ","  152.2","   24"
"101165","  750 ","  152.2","   24"
"101166","  750 ","  152.2","   24"
"101167","  750 ","  152.2","   24"
"101169","  750 ","  152.2","   24"
"101170","  750 ","  152.2","   24"
"101171","  750 ","  304.4","   24"
"101172","  750 ","  304.4","   24"
"101173","  750 ","  304.4","   24"
"101176","  750 ","  304.4","   24"
"101177","  750 ","  304.4","   24"
"101179"," 1500 ","  304.4","   24"
"101181","  750 ","  304.4","   24"
"101182","  750 ","  304.4","   24"
"101183","  750 ","  304.4","   24"
"101184","  750 ","  304.4","   24"
"101185","  750 ","  304.4","   24"
"101187","  750 ","  152.2","   24"
"101188","  750 ","  304.4","   24"
"101189","  750 ","  304.4","   24"
"101192","  750 ","  304.4","   24"
"101193","  750 ","  304.4","   24"
"101194","  750 ","  304.4","   24"
"101196","  750 ","  304.4","   24"
"101198","  750 ","  304.4","   24"
"101199","  750 ","  304.4","   24"
"101200","  750 ","  304.4","   24"
"101204","  750 ","  152.2","   24"
"101205","  750 ","  152.2","   24"
"101215","  750 ","  152.2","   24"
"101217","  750 ","  304.4","   24"
"101226","  750 ","  304.4","   24"
"101227","  750 ","  304.4","   24"
"101228","  750 ","  304.4","   24"
"101229","  750 ","  152.2","   24"
"101232","  750 ","  152.2","   24"
"101233","  750 ","  152.2","   24"
"101234","  750 ","  152.2","   24"
"101237","  750 ","  152.2","   24"
"101238","  750 ","  152.2","   24"
"101239","  750 ","  304.4","   24"
"101240","  750 ","  304.4","   24"
"101241","  750 ","  304.4","   24"
"101242","  750 ","  304.4","   24"
"101246","  750 ","  304.4","   24"
"101250","  750 ","  152.2","   24"
"101257","  750 ","  304.4","   24"
"101258","  750 ","  304.4","   24"
"101259","  750 ","  304.4","   24"
"101260","  750 ","  304.4","   24"
"101261","  750 ","  304.4","   24"
"101262","  750 ","  304.4","   24"
"101263","  750 ","  304.4","   24"
"101264","  750 ","  304.4","   24"
"101265","  750 ","  304.3","   24"
"101268","  750 ","  304.4","   24"
"101269","  750 ","  304.4","   24"
"101270","  750 ","  304.4","   24"
"101271","  750 ","  304.4","   24"
"101272","  750 ","  304.4","   24"
"101273","  750 ","  304.4","   24"
"101274","  750 ","  304.4","   24"
"101275","  750 ","  304.4","   24"
"101276","  750 ","  304.4","   24"
"101277","  750 ","  152.2","   24"
"101278","  750 ","  304.4","   24"
"101279","  750 ","  304.4","   24"
"101280","  750 ","  304.4","   24"
"101282","  750 ","  304.4","   24"
"101283","  750 ","  304.4","   24"
"101285","  750 ","  152.2","   24"
"101286","  750 ","  152.2","   24"
"101287","  750 ","  304.4","   24"
"101288","  750 ","  152.2","   24"
"101289","  750 ","  304.4","   24"
"101290","  750 ","  304.4","   24"
"101294","  750 ","  304.4","   24"
"101295","  750 ","  152.2","   24"
"101296","  750 ","  304.4","   24"
"101297","  750 ","  304.4","   24"
"101298","  750 ","  304.4","   24"
"101300","  750 ","  304.4","   24"
"101301","  750 ","  304.4","   24"
"101303"," 1500 ","   50.7","   24"
"101305","  750 ","  304.4","   24"
"101306","  750 ","  304.4","   24"
"101307","  750 ","  304.4","   24"
"101311","  750 ","  304.4","   24"
"101312","  750 ","  304.4","   24"
"101313","  750 ","  152.2","   24"
"101314","  750 ","  304.4","   24"
"101315","  750 ","  152.2","   24"
"101316","  750 ","  152.2","   24"
"101318","  750 ","  152.2","   28"
"101320","  750 ","  304.4","   24"
"101321","  750 ","  304.4","   24"
"101322","  750 ","  304.4","   24"
"101323","  750 ","  152.2","   24"
"101324","  750 ","  304.4","   24"
"101325","  750 ","  304.4","   24"
"101326","  750 ","  304.4","   24"
"101327","  750 ","  304.4","   24"
"101328","  750 ","  304.4","   24"
"101329","  750 ","  304.4","   24"
"101331","  750 ","  304.4","   24"
"101333","  750 ","  304.4","   24"
"101334","  750 ","  304.4","   24"
"101335","  750 ","  304.4","   24"
"101338","  750 ","  152.2","   24"
"101339","  750 ","  152.2","   24"
"101340","  750 ","  152.2","   24"
"101341","  750 ","  304.4","   24"
"101342","  750 ","  152.2","   24"
"101343","  750 ","  152.2","   24"
"101344","  750 ","  152.2","   24"
"101345","  750 ","  152.2","   24"
"101346","  750 ","  152.2","   24"
"101347","  750 ","  152.2","   24"
"101348"," 1500 ","  304.4","   24"
"101349"," 1500 ","  304.4","   24"
"101355","  750 ","  304.4","   24"
"101356","  750 ","  152.2","   24"
"101357","  750 ","  152.2","   24"
"101358","  750 ","  304.4","   24"
"101359","  750 ","  304.4","   24"
"101360","  750 ","  304.4","   24"
"101361","  750 ","  304.4","   24"
"101362","  750 ","  304.4","   24"
"101363","  750 ","  304.4","   24"
"101364","  750 ","  304.4","   24"
"101365","  750 ","  304.4","   24"
"101366","  750 ","  304.4","   24"
"101367","  750 ","  304.4","   24"
"101368","  750 ","  304.4","   24"
"101369","  750 ","  304.4","   24"
"101373","  750 ","  304.4","   24"
"101374","  750 ","  304.4","   24"
"101375","  750 ","  152.2","   24"
"101376","  750 ","  152.2","   24"
"101377","  750 ","  152.2","   24"
"101378","  750 ","  152.2","   24"
"101379","  750 ","  152.2","   24"
"101380"," 1500 ","   50.7","   24"
"101381","  750 ","  152.2","   24"
"101382","  750 ","  152.2","   24"
"101383","  750 ","  152.2","   24"
"101384","  750 ","  304.4","   24"
"101385","  750 ","  152.2","   24"
"101386","  750 ","  152.2","   24"
"101387","  750 ","  152.2","   24"
"101388","  750 ","  152.2","   24"
"101389","  750 ","  152.2","   24"
"101390","  750 ","  304.4","   24"
"101391","  750 ","  152.2","   24"
"101392","  750 ","  152.2","   24"
"101393","  750 ","  152.2","   24"
"101394","  750 ","  152.2","   24"
"101395","  750 ","  152.2","   24"
"101396","  750 ","  152.2","   24"
"101398","  750 ","  304.4","   24"
"101399","  750 ","  152.2","   24"
"101400","  750 ","  304.4","   24"
"101401","  750 ","  304.4","   24"
"101403","  750 ","  304.4","   24"
"101404","  750 ","  304.4","   24"
"101406","  750 ","  304.4","   26"
"101407","  750 ","  304.4","   26"
"101408","  750 ","  380.4","   26"
"101409","  750 ","  304.4","   26"
"101410","  750 ","  152.2","   24"
"101411","  750 ","  152.2","   24"
"101414","  375 ","  304.4","   24"
"101416","  750 ","  152.2","   24"
"101417","  750 ","  152.2","   24"
"101418","  750 ","  152.2","   24"
"101419","  750 ","  304.4","   24"
"101420","  750 ","  304.4","   24"
"101421","  750 ","  304.4","   24"
"101422","  750 ","  304.4","   24"
"101424","  750 ","  152.2","   24"
"101425","  750 ","  152.2","   24"
"101426","  750 ","  304.3","   24"
"101427","  750 ","  304.3","   24"
"101428","  750 ","  304.4","   24"
"101429","  750 ","  152.2","   24"
"101434","  750 ","  304.4","   24"
"101436","  750 ","  152.2","   29"
"101437","  750 ","  152.2","     "
"101438","  750 ","  304.4","   27"
"101439","  750 ","  304.4","   27"
"101440","  750 ","  152.2","   23"
"101441","  750 ","  304.4","   24"
"101442","  750 ","  304.4","   24"
"101447","  375 ","   76.0","   24"
"101449","  750 ","  152.2","   24"
"101450","  750 ","  152.2","   24"
"101451","  750 ","  152.2","   24"
"101452","  750 ","  304.4","   24"
"101453","  750 ","  152.2","   24"
"101454","  750 ","  304.4","   24"
"101455","  750 ","  304.4","   24"
"101456","  750 ","  304.4","   24"
"101458","  750 ","  304.4","   24"
"101459","  750 ","  152.2","   24"
"101460","  750 ","  152.2","   24"
"101461","  750 ","  304.4","   24"
"101463","  750 ","  304.4","   24"
"101464","  750 ","  152.2","   24"
"101465","  750 ","   76.1","   24"
"101467","  750 ","  304.4","   24"
"101468","  750 ","  304.4","   24"
"101469","  750 ","  304.4","   24"
"101470","  750 ","  304.4","   24"
"101471","  750 ","  304.4","   24"
"101472","  750 ","  152.2","   24"
"101473","  750 ","  152.2","   24"
"101474","  750 ","  152.2","   24"
"101475","  750 ","  152.2","   24"
"101476","  750 ","  152.2","   24"
"101477","  750 ","  152.2","   24"
"101478","  750 ","  304.4","   24"
"101479","  750 ","  304.4","   24"
"101480","  750 ","  304.4","   24"
"101481","  750 ","  304.4","   24"
"101482","  750 ","  304.4","   24"
"101483","  750 ","  304.4","   24"
"101484","  750 ","  304.4","   24"
"101485","  750 ","  304.4","   24"
"101487","  750 ","  304.4","   24"
"101488","  750 ","  304.4","   24"
"101489","  750 ","  304.4","    6"
"101490","  750 ","  304.4","   24"
"101491","  187 ","  151.8","   24"
"101492","  187 ","  151.8","   24"
"101493","  750 ","  304.4","   24"
"101494"," 1500 ","  304.4","   24"
"101495","  187 ","  151.8","   24"
"101497","  750 ","  304.4","   24"
"101498","  750 ","  304.4","   24"
"101499"," 1500 ","  304.4","   24"
"101500","  750 ","  304.4","   24"
"101501","  750 ","  304.4","   24"
"101502","  750 ","  304.4","   24"
"101503","  750 ","  304.4","   24"
"101504","  750 ","  304.4","   24"
"101505","  750 ","  304.4","   24"
"101506","  750 ","  304.4","   24"
"101507","  750 ","  304.4","   24"
"101508","  750 ","  304.4","   24"
"101509","  750 ","  152.2","   24"
"101510","  750 ","  304.4","   24"
"101511","  750 ","  304.4","   24"
"101512","  750 ","  304.4","   24"
"101513","  750 ","  304.4","   24"
"101514","  750 ","  304.4","   24"
"101515","  750 ","  304.4","   24"
"101516","  750 ","  152.2","   24"
"101517","  750 ","  152.2","   24"
"101518","  750 ","  152.2","   24"
"101523","  750 ","  304.4","   24"
"101524","  750 ","  304.4","   24"
"101526","  750 ","  152.2","   24"
"101529","  750 ","  304.4","   24"
"101530","  750 ","  304.4","   24"
"101531","  750 ","  304.4","   24"
"101533","  750 ","  304.4","   24"
"101534","  750 ","  304.4","   24"
"101535","  750 ","  152.2","   24"
"101536","  750 ","  304.4","   24"
"101537","  750 ","  304.4","   24"
"101541","  750 ","  304.4","   24"
"101543","  750 ","  304.4","   24"
"101544","  750 ","  304.4","   24"
"101548","  750 ","  304.4","   24"
"101549","  187 ","  151.8","   24"
"101553","  750 ","  304.4","   24"
"101557"," 1500 ","  304.4","   24"
"101558","  750 ","  152.2","   24"
"101560","  750 ","  304.4","   24"
"101563"," 1500 ","  304.4","   24"
"101564"," 1500 ","  304.4","   24"
"101565","  750 ","  152.2","   24"
"101566","  750 ","  152.2","   24"
"101567","  750 ","  304.4","   24"
"101568","  750 ","  304.4","   24"
"101569","  750 ","  304.4","   24"
"101570","  750 ","  304.4","   24"
"101572","  750 ","  304.4","   24"
"101573","  750 ","  304.4","   24"
"101590","  750 ","  304.4","   24"
"101592","  750 ","  304.4","   24"
"101593","  750 ","  304.4","   24"
"101595","  750 ","  304.4","   24"
"101596","  750 ","  304.4","   24"
"101604","  750 ","  304.4","   24"
"101607","  750 ","  304.4","   24"
"101609","  187 ","  151.8","   24"
"101611","  750 ","  152.2","   24"
"101612","  750 ","  152.2","   24"
"101613","  750 ","  152.2","   24"
"101614","  750 ","  152.2","   24"
"101615","  750 ","  152.2","   24"
"101616","  750 ","  152.2","   24"
"101619","  750 ","  304.4","   24"
"101620","  750 ","  304.4","   24"
"101621","  750 ","  304.4","   24"
"101623","  750 ","  304.4","   24"
"101625"," 1500 ","  304.4","   24"
"101626","  750 ","  304.4","   24"
"101627","  750 ","  304.4","   29"
"101629","  750 ","  304.4","   24"
"101630","  750 ","  304.4","   24"
"101631","  750 ","  304.4","   29"
"101632","  750 ","  152.2","   24"
"101634","  750 ","  304.4","   24"
"101636","  750 ","  304.4","   24"
"101637","  750 ","  304.4","   25"
"101638","  750 ","  304.4","   24"
"101640","  750 ","  304.4","   24"
"101641","  750 ","  304.4","   24"
"101642","  750 ","  304.4","   24"
"101643","  750 ","  152.2","   24"
"101644","  750 ","  152.2","   24"
"101645","  750 ","  304.4","   24"
"101646","  750 ","  304.4","   24"
"101647","  750 ","  304.4","   24"
"101648","  750 ","  304.4","   24"
"101649","  750 ","  304.4","   24"
"101650","  750 ","  304.4","   24"
"101651","  750 ","  304.4","   24"
"101652","  750 ","  304.4","   24"
"101653","  750 ","  304.4","   24"
"101654","  750 ","  304.4","   24"
"101655","  750 ","  304.4","   24"
"101656","  750 ","  304.4","   24"
"101657","  750 ","  304.4","   24"
"101658","  750 ","  304.4","   24"
"101659","  750 ","  304.4","   24"
"101660","  750 ","  304.4","   24"
"101661","  750 ","  304.4","   24"
"101664","  750 ","  152.2","   24"
"101665","  750 ","  304.4","   24"
"101667","  750 ","  152.2","   24"
"101668","  750 ","  304.4","   24"
"101669","  750 ","  304.4","   24"
"101670","  750 ","  152.2","   24"
"101671","  375 ","  152.2","   24"
"101672","  375 ","  152.2","   24"
"101674","  750 ","  304.4","   24"
"101675","  750 ","  152.2","   24"
"101676","  750 ","  152.2","   24"
"101677","  750 ","  304.4","   24"
"101678","  750 ","  152.2","   24"
"101679","  750 ","  152.2","   24"
"101680","  750 ","  152.2","   24"
"101683","  750 ","  304.4","   24"
"101687","  187 ","  151.8","   24"
"101688","  750 ","  152.2","   24"
"101689","  750 ","  304.4","     "
"101690","  750 ","  304.4","   29"
"101691","  750 ","  304.4","   27"
"101692","  750 ","  304.4","   28"
"101693","  750 ","  304.4","   25"
"101694","  750 ","  152.2","   24"
"101695","  750 ","  152.2","   24"
"101696","  750 ","  152.2","   24"
"101699","  750 ","  304.4","   24"
"101700","  750 ","  304.4","   24"
"101708","  750 ","  304.4","   24"
"101710","  750 ","  304.4","   24"
"101714","  750 ","  152.2","   24"
"101715","  750 ","  152.2","   24"
"101717","  375 ","  152.2","   24"
"101718","  187 ","   75.9","   24"
"101719","  750 ","  304.4","   24"
"101720","  750 ","  304.4","   24"
"101721","  750 ","  304.4","   26"
"101723","  750 ","  304.4","   28"
"101724","  750 ","  304.4","   28"
"101725","  750 ","  152.2","     "
"101726","  750 ","  152.2","     "
"101728","  750 ","  304.4","   24"
"101729","  750 ","  304.4","   24"
"101730","  750 ","  152.2","   24"
"101731","  750 ","  152.2","   24"
"101732","  750 ","  152.2","   24"
"101733","  750 ","  304.4","   24"
"101734","  750 ","  304.4","   24"
"101735","  750 ","  304.4","   24"
"101736","  750 ","  304.4","   24"
"101737","  750 ","  304.4","   24"
"101738","  750 ","  304.4","   24"
"101739","  750 ","  304.4","   24"
"101740","  750 ","  304.4","   24"
"101741","  750 ","  304.4","   24"
"101742","  750 ","  304.4","   24"
"101743","  750 ","  304.4","   24"
"101744","  750 ","  152.2","   24"
"101745","  750 ","  152.2","   24"
"101746","  750 ","  304.4","   24"
"101747","  750 ","  304.4","   24"
"101748","  750 ","  304.4","   24"
"101749","  750 ","  304.4","   24"
"101751"," 1500 ","  608.7","   24"
"101752","  187 ","  151.8","   24"
"101753","  750 ","  152.2","   24"
"101754","  750 ","  152.2","   24"
"101762","  750 ","  152.2","   24"
"101763","  750 ","  152.2","   24"
"101765","  750 ","  304.4","   24"
"101766","  750 ","  304.4","   24"
"101768","  750 ","  304.4","   24"
"101769","  750 ","  304.4","   24"
"101770","  750 ","  304.4","   24"
"101771","  750 ","  304.4","   24"
"101772","  750 ","  304.4","   24"
"101775","  750 ","  152.2","   24"
"101776","  750 ","  152.2","   24"
"101779","  750 ","  304.4","   24"
"101780","  750 ","  304.4","   24"
"101781","  750 ","  304.4","   24"
"101782","  750 ","  304.4","   24"
"101783","  750 ","  152.2","   24"
"101784","  750 ","  152.2","   24"
"101785","  750 ","  152.2","   24"
"101786","  750 ","  152.2","   24"
"101787","  750 ","  152.2","   24"
"101788","  750 ","  152.2","   24"
"101789","  375 ","  304.4","   24"
"101790","  375 ","  304.4","   24"
"101791","  375 ","  304.4","   24"
"101792","  375 ","  304.4","   24"
"101793","  375 ","  304.4","   24"
"101794","  750 ","  304.4","   24"
"101795","  750 ","  304.4","   24"
"101796","  750 ","  304.4","   24"
"101797","  750 ","  304.4","   24"
"101798","  750 ","  304.4","   24"
"101799","  750 ","  304.4","   24"
"101800","  750 ","  152.2","   24"
"101801","  750 ","  304.4","   24"
"101802","  750 ","  304.4","   24"
"101803","  750 ","  304.4","   24"
"101804","  750 ","  304.4","   24"
"101805","  750 ","  304.4","   24"
"101806","  750 ","  304.4","   24"
"101807","  750 ","  304.4","   24"
"101808","  750 ","  304.4","   24"
"101818","  750 ","  152.2","   24"
"101819","  750 ","  304.4","   24"
"101820","  750 ","  152.2","   24"
"101821","  750 ","  304.4","   24"
"101822"," 1500 ","  304.4","   24"
"101831","  750 ","  304.4","   24"
"101832","  750 ","  152.2","   24"
"101833","  750 ","  152.2","   24"
"101834","  750 ","  152.2","   24"
"101835","  750 ","  152.2","   24"
"101836","  750 ","  152.2","   24"
"101837","  750 ","  152.2","   24"
"101838","  750 ","  152.2","   24"
"101839","  750 ","  152.2","   24"
"101840","  750 ","  152.2","   24"
"101843","  750 ","  152.2","   24"
"101845","  750 ","  152.2","   24"
"101846","  750 ","  152.2","   24"
"101847","  750 ","   25.4","   24"
"101848","  750 ","  152.2","   24"
"101849","  187 ","  151.8","   24"
"101850","  187 ","  151.8","   24"
"101851","  750 ","  152.2","   24"
"101852","  375 ","  152.2","   24"
"101853","  750 ","  304.4","   24"
"101854","  750 ","  152.2","   24"
"101856","  750 ","  304.4","   24"
"101857","  750 ","  304.4","   24"
"101858","  750 ","  304.4","   24"
"101859","  750 ","  304.4","   24"
"101860","  750 ","  304.4","   24"
"101861","  750 ","  304.4","   24"
"101862","  750 ","  304.4","   24"
"101863","  750 ","  152.2","   24"
"101864","  750 ","  152.2","   24"
"101865","  750 ","  152.2","   24"
"101867","  750 ","  304.4","   24"
"101868","  750 ","  304.4","   22"
"101869","  750 ","  304.4","   22"
"101870","  750 ","  304.4","   22"
"101871","  750 ","  304.4","   22"
"101872","  750 ","  304.4","   22"
"101873","  750 ","  152.2","   24"
"101874","  750 ","   76.1","   24"
"101875","  750 ","  152.2","   24"
"101908","  750 ","  304.4","   24"
"101909","  750 ","  152.2","   24"
"101910","  750 ","  152.2","   24"
"101911","  750 ","  152.2","   24"
"101912","  750 ","  152.2","   24"
"101913","  750 ","  152.2","   24"
"101914","  750 ","  152.2","   24"
"101915","  750 ","  304.4","   24"
"101917","  750 ","  152.2","   14"
"101918","  200 ","  162.3","   14"
"101919","  750 ","  152.2","   14"
"101920","  200 ","  162.3","   14"
"101921","  750 ","  152.2","   24"
"101922","  750 ","  152.2","   24"
"101923","  750 ","  152.2","   24"
"101924","  750 ","  152.2","   24"
"101925","  750 ","  152.2","   24"
"101926","  750 ","  304.0","   24"
"101927","  750 ","  304.4","   24"
"101928","  750 ","  304.4","   24"
"101929"," 1500 ","  304.4","   14"
"101930"," 1500 ","  304.4","   14"
"101931","  750 ","  304.4","   24"
"101932","  750 ","  304.4","   24"
"101933","  750 ","  304.4","   24"
"101934","  750 ","  304.4","   24"
"101935","  750 ","  304.4","   24"
"101936","  750 ","  304.4","   24"
"101937","  750 ","  304.4","   24"
"101938","  750 ","  304.4","   24"
"101939","  750 ","  304.4","   24"
"101940","  750 ","  304.4","   24"
"101941","  750 ","  304.4","   24"
"101942","  750 ","  304.4","   24"
"101943"," 1500 ","  304.4","   24"
"101944"," 1500 ","  304.4","   24"
"101945"," 1500 ","  304.4","   24"
"101946"," 1500 ","  304.4","   24"
"101947"," 1500 ","  304.4","   24"
"101948"," 1500 ","  304.4","   24"
"101949"," 1500 ","  304.4","   24"
"101950"," 1500 ","  304.4","   24"
"101951"," 1500 ","  304.4","   24"
"101952"," 1500 ","  304.4","   24"
"101953"," 3000 ","  405.8","   24"
"101954"," 3000 ","  405.8","   24"
"101955"," 3000 ","  405.8","   24"
"101956","  750 ","  304.4","   22"
"101957"," 3000 ","  405.8","   24"
"101958"," 3000 ","  405.8","   24"
"101959"," 3000 ","  405.8","   24"
"101960"," 4000 ","  541.1","   24"
"101961"," 4000 ","  541.1","   24"
"101962"," 4000 ","  541.1","   24"
"101963","  750 ","  304.4","   12"
"101964","  750 ","  304.4","   12"
"101965"," 4000 ","  541.1","   24"
"101966","  750 ","  304.4","   24"
"101967","  750 ","  304.4","   24"
"101968","  750 ","  152.2","   24"
"101969","  750 ","  152.2","   24"
"101970","  750 ","  152.2","   24"
"101971","  750 ","  152.2","   24"
"101972","  750 ","  152.2","   24"
"101973","  750 ","  152.2","   24"
"101974","  750 ","  152.2","   24"
"101975","  750 ","  152.2","   24"
"101976","  750 ","  304.3","   24"
"101977","  750 ","  304.4","   24"
"101978","  750 ","  304.4","   24"
"101979","  750 ","  304.4","   24"
"101980","  750 ","  304.4","   24"
"101981","  750 ","  304.4","   24"
"101982","  750 ","  304.4","   24"
"101983","  750 ","  304.4","   24"
"101984","  750 ","  304.4","   24"
"101985","  750 ","  304.4","   24"
"101986","  750 ","  152.2","   24"
"101987","  750 ","  304.4","   24"
"101988","  750 ","  304.4","   24"
"101989","  750 ","  152.2","   25"
"101990","  750 ","  152.2","   14"
"101991"," 1500 ","  304.4","     "
"101992","  750 ","  152.2","   24"
"101993","  750 ","  152.2","   24"
"101994","  750 ","   76.1","   24"
"101995","  750 ","  304.4","   24"
"101996","  750 ","  304.4","   24"
"101997","  750 ","  304.4","   24"
"101998","  750 ","  304.4","   24"
"101999","  750 ","  304.4","   24"
"102002","  750 ","  152.2","   22"
"102006","  750 ","  304.4","   22"
"102009","  750 ","  304.4","   22"
"102010","  200 ","   40.6","   22"
"102012","  750 ","  152.2","   22"
"102013","  750 ","  304.4","   22"
"102014","  750 ","  304.4","   22"
"102015","  750 ","  304.4","   22"
"102016","  750 ","  304.4","   22"
"102017","  750 ","  152.2","   22"
"102018","  750 ","  152.2","   22"
"102021","  750 ","  304.4","   22"
"102023","  750 ","  152.2","   22"
"102024","  200 ","  162.3","   22"
"102025","  200 ","  162.3","   22"
"102029","  750 ","  304.4","   22"
"102030","  750 ","  304.4","   14"
"102031","  750 ","  304.4","   22"
"102033","  750 ","  304.4","   22"
"102034","  750 ","  304.4","   22"
"102036","  750 ","  304.4","   22"
"102038","  750 ","  304.4","   22"
"102039","  750 ","  152.2","   21"
"102040","  750 ","  304.4","   22"
"102041","  750 ","  304.4","   19"
"102042","  750 ","  152.2","   24"
"102046","  750 ","  152.2","   22"
"102047","  750 ","  152.2","   22"
"102048","  750 ","  152.2","   22"
"102049","  750 ","  152.2","   22"
"102050","  750 ","  152.2","   22"
"102051","  750 ","  304.4","   22"
"102052","  750 ","  152.2","   24"
"102053","  750 ","  304.4","   24"
"102054","  750 ","  304.4","   24"
"102055","  750 ","  304.4","   24"
"102056","  750 ","  304.4","   24"
"102057","  750 ","  152.2","   24"
"102058","  750 ","  152.2","   22"
"102059","  750 ","  152.2","   22"
"102060","  750 ","  304.4","   24"
"102061","  750 ","  152.2","   24"
"102062","  750 ","  304.4","   18"
"102064","  750 ","  304.4","   24"
"102065","  750 ","  304.4","   24"
"102066","  750 ","  152.2","   24"
"102068","  750 ","  152.2","   22"
"102069","  200 ","  162.3","   22"
"102070","  750 ","  152.2","   24"
"102071","  750 ","  304.4","   24"
"102072","  750 ","  152.2","   24"
"102073","  750 ","  152.2","   24"
"102074","  750 ","  152.2","   24"
"102075","  750 ","  152.2","   24"
"102076","  750 ","  152.2","   24"
"102077","  750 ","  152.2","   24"
"102078","  750 ","  152.2","   24"
"102079","  750 ","  152.2","   24"
"102084","  750 ","  152.2","   24"
"102085","  750 ","  152.2","   24"
"102086","  750 ","  152.2","   24"
"102087","  750 ","  152.2","   24"
"102090","  750 ","  152.2","   24"
"102091","  750 ","  152.2","   24"
"102092","  750 ","  152.2","   22"
"102093","  750 ","  304.4","   24"
"102094","  750 ","  304.4","   21"
"102095","  750 ","  152.2","   22"
"102096","  750 ","   50.7","   22"
"102097","  750 ","   50.7","   22"
"102098"," 2250 ","  152.2","   22"
"102099"," 2250 ","  152.2","   22"
"102100","  750 ","   76.1","   24"
"102101","  750 ","   76.1","   24"
