"ITEM   ","WINE DESC                        ","BEER DESCR                        ","CU/ML BR ","CU/ML  ","U/C"," CASE UPC    "," BOTL UPC   ","      RETL UPC","SUB","SUB DESCRP     ","BRN","BRAND DESC    ","SP ","                "
"00538  ","SNAPPLE FRUIT PUNCH PET          ","12/16 OZ                          ","         ","       "," 12","000000000000 ","076183003138","00076183003138","SNU","SNAPPLE FRUITP ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00540  ","SNAPPLE KIWI STRWBRY PET         ","12/16 OZ                          ","         ","       "," 12","000001052114 ","076183003107","00076183003107","SNK","SNAPPLE KIWY S ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00541  ","MOTTS APPLE JUICE REG            ","8/64 OZ                           ","         ","       ","  8","014800000341 ","000000000000","00000000000000","MTA","MOTTS APPLE RG ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00542  ","MOTTS APPLE JCE 100%             ","4/1 G                             ","         ","       ","  4","014800319460 ","000000000000","00000000000000","MTS","MOTTS APPL100% ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00543  ","MOTTS APPLE JUIC 100%            ","24/10                             ","         ","       "," 24","014800000945 ","000000000000","00000000000000","MTS","MOTTS APPL100% ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00545  ","REALEMON SQ PET                  ","24/4.5 OZ                         ","         ","       "," 24","014800582175 ","000000000000","00000000000000","RMQ","REALEMON SQ    ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00546  ","REALEMON PET                     ","12/15 OZ                          ","         ","       "," 12","014800582236 ","000000000000","00000000000000","RMP","REALEMON PET   ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00547  ","MMT BOLD SPICY BLDY MARY PET     ","6/33.8 OZ                         ","         ","       ","  6","070655000557 ","000000000000","00000000000000","MBS","MMT BOLD SPCY  ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00548  ","MMT MAI TAI PET                  ","6/33.8 OZ                         ","         ","       ","  6","070655000571 ","000000000000","00000000000000","MMT","MMT MAI TAI    ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00549  ","MMT MARGARITA PET                ","6/33.8 OZ                         ","         ","       ","  6","070655000519 ","000000000000","00000000000000","MMG","MMT MARGARITA  ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00550  ","MMT PINA COLADA PET              ","6/33.8 OZ                         ","         ","       ","  6","070655000502 ","000000000000","00000000000000","MPC","MMT PINACOLADA ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00551  ","MMT STRAW DAIQ MARG PET          ","6/33.8 OZ                         ","         ","       ","  6","070655000496 ","000000000000","00000000000000","MSD","MMT STRAW DAIQ ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00552  ","MOTTS APPLE JUICE                ","12/32 OZ                          ","         ","       "," 12","014800000327 ","000000000000","00000000000000","MTA","MOTTS APPLE RG ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00554  ","MISTIC MANGO CARROT              ","12/16 OZ                          ","         ","       "," 12","000000000000 ","089396152975","00089396152975","MIM","MISTIC MANGO C ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00555  ","MISTIC ORANGE CARROT             ","12/16 OZ                          ","         ","       "," 12","000000000000 ","089396152968","00089396152968","MIO","MISTIC ORNGE C ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00556  ","MISTIC TROPICAL CARROT           ","12/16 OZ                          ","         ","       "," 12","000000000000 ","089396152906","00089396152906","MIT","MISTIC TRPICAL ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00557  ","MMT BLDY MARY PET                ","6/33.8 OZ                         ","         ","       ","  6","070655000564 ","000000000000","00000000000000","MBM","MMT BLDY MARY  ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00558  ","CLAMATO CAN 4/6-PACK             ","24/5.5 OZ                         ","         ","       "," 24","014800000518 ","000000000000","00000000000000","CLT","CLAMATO CAN 4P ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00559  ","CLAMATO JUICE                    ","12/32 OZ                          ","         ","       "," 12","014800513247 ","000000000000","00000000000000","CLM","CLAMATO JUICE  ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00560  ","HAW PUNCH FRT JCY RD PET         ","4/128 OZ                          ","         ","       ","  4","014800646082 ","000000000000","00000000000000","HPF","HAW PUNCH FRT  ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00561  ","HAW PUNCH ORNG OCN PET           ","4/128 OZ                          ","         ","       ","  4","014800646099 ","000000000000","00000000000000","HPO","HAW PUNCH ORNG ","WAP","WALTON & POST ","WP ","WALTON & POST   "
"00564  ","COCA COLA CANS                   ","24/12OZ                           ","12/12OZ  ","       "," 24","000000000000 ","000000000000","00000000000000","CCN","COLA CANS 12OZ ","COL","COCA COLA     ","CB ","CURACAO BEVERAGE"
"00565  ","COKE ZERO CANS                   ","24/12OZ                           ","24/12OZ  ","       "," 24","000000000000 ","000000000000","00000000000000","CZC","ZERO CANS 12OZ ","COL","COCA COLA     ","CB ","CURACAO BEVERAGE"
"00566  ","SPRITE CANS                      ","24/12OZ                           ","24/12OZ  ","       "," 24","000000000000 ","000000000000","00000000000000","SCN","SPRITE CAN 12Z ","COL","COCA COLA     ","CB ","CURACAO BEVERAGE"
"00567  ","COCA COLA CANS                   ","12/12OZ                           ","12/12OZ  ","       "," 12","049000164510 ","049000006346","00049000164510","CCN","COLA CANS 12OZ ","COL","COCA COLA     ","CB ","CURACAO BEVERAGE"
"00568  ","COKE ZERO CANS                   ","12/12OZ                           ","12/12OZ  ","       "," 12","000000000000 ","000000000000","00000000000000","CZC","ZERO CANS 12OZ ","COL","COCA COLA     ","CB ","CURACAO BEVERAGE"
"00569  ","SPRITE CANS                      ","12/12OZ                           ","12/12OZ  ","       "," 12","490000935202 ","000000000000","00490000935202","SCN","SPRITE CAN 12Z ","COL","COCA COLA     ","CB ","CURACAO BEVERAGE"
"00570  ","SUN LOLLY ORANGE                 ","96/60ML                           ","96/60ML  ","       "," 96","775345204240 ","775345855206","05775345204240","SLO","SUNLOLLY ORANG ","SLY","SUN LOLLY     ","CO ","CORO FOODS A/S  "
"00571  ","SUN LOLLY STRAWBERRY             ","96/60ML                           ","96/60ML  ","       "," 96","775345204233 ","000000000000","05775345204233","SLS","SUNLOLLY STRWB ","SLY","SUN LOLLY     ","CO ","CORO FOODS A/S  "
"00572  ","SUN LOLLY EXOTIC                 ","96/60ML                           ","96/60ML  ","       "," 96","775345204271 ","000000000000","00000000000000","SLE","SUNLOLLY EXOTI ","SLY","SUN LOLLY     ","CO ","CORO FOODS A/S  "
"00573  ","SUN LOLLY RASPBERRY              ","96/60ML                           ","96/60ML  ","       "," 96","775345204288 ","000000000000","00000000000000","SLR","SUNLOLLY RASPB ","SLY","SUN LOLLY     ","CO ","CORO FOODS A/S  "
"00574  ","SUN LOLLY LEMON                  ","96/60ML                           ","96/60ML  ","       "," 96","775345204264 ","000000000000","00000000000000","SLL","SUNLOLLY LEMON ","SLY","SUN LOLLY     ","CO ","CORO FOODS A/S  "
"00575  ","SUN LOLLY MIX                    ","96/60ML                           ","96/60ML  ","       "," 96","775345204271 ","000000000000","05775345204271","SLM","SUN LOLLY MIX  ","SLY","SUN LOLLY     ","CO ","CORO FOODS A/S  "
"00576  ","SUNQUICK ORANGE                  ","6/1L                              ","6/1L     ","       ","  6","000000000000 ","000000000000","00000000000000","SQO","SUNQUICKORANGE ","SQK","SUNQUICK      ","CO ","CORO FOODS A/S  "
"00577  ","SUNQUICK TROPICAL                ","6/1L                              ","6/1L     ","       ","  6","000000000000 ","000000000000","00000000000000","SQT","SUNQUICKTROPIC ","SQK","SUNQUICK      ","CO ","CORO FOODS A/S  "
"00578  ","SUNQUICK ZERO ORANGE             ","6/700                             ","6/700 ML ","       ","  6","000000000000 ","000000000000","00000000000000","SZO","SQ ZERO ORANGE ","SQK","SUNQUICK      ","CO ","CORO FOODS A/S  "
"00579  ","SUNQUICK ZERO TROPICAL           ","6/700                             ","6/700 ML ","       ","  6","000000000000 ","000000000000","00000000000000","SZT","SQ ZERO TROPIC ","SQK","SUNQUICK      ","CO ","CORO FOODS A/S  "
"00603  ","SPA REINE                        ","24/500                            ","24/500   ","       "," 24","410013108016 ","410013108016","05410013108016","SPA","SPA            ","SPN","SPA NATURAL   ","SP ","SPADEL SA       "
"00604  ","MARRIOTT PURIFIED WATER          ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","MPW","MARRIOT WATER  ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00605  ","BRU STILL                        ","12/750                            ","12/750   ","       "," 12","410013342014 ","410013342014","05410013342014","BRU","BRU            ","BRU","BRU           ","SP ","SPADEL SA       "
"00606  ","SPA REINE WRAP                   ","12/1.5L                           ","12/1.5L  ","       "," 12","410013100010 ","410013100010","05410013100010","SPA","SPA            ","SPN","SPA NATURAL   ","SP ","SPADEL SA       "
"00607  ","CORENDON PURIFIED WATER          ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","CRN","CORENDON WATER ","CRN","CORENDON      ","SA ","SANTA MARTHA BOT"
"00612  ","SAN BENEDETTO STILL OWG          ","24/250                            ","24/250   ","       "," 24","859091000419 ","859091000419","00859091000419","SAB","SAN BENEDETTO  ","SAB","SAN BENEDETTO ","SF ","STANSFELD SCOTT "
"00614  ","SAN BENEDETTO STILL OWG          ","12/750                            ","12/750   ","       "," 12","859091000457 ","000000000000","00859091000457","SAB","SAN BENEDETTO  ","SAB","SAN BENEDETTO ","SF ","STANSFELD SCOTT "
"00616  ","SAN BENEDETTO PET                ","24/500                            ","24/500   ","       "," 24","001620005637 ","000000000000","00000000000000","SAB","SAN BENEDETTO  ","SAB","SAN BENEDETTO ","SF ","STANSFELD SCOTT "
"00617  ","CLARO DISCONTINUED               ","24/500                            ","24/500   ","       "," 24","717624710025 ","000000000000","00000000000000","CLA","CLARO          ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00618  ","CLARO                            ","6/1500                            ","6/1.5L   ","       ","  6","717624710032 ","000000000000","00000000000000","CLA","CLARO          ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00619  ","LE BLEU WATER PREMIUM            ","12/1500                           ","12/1.5L  ","       "," 12","000000000000 ","000000000000","00000000000000","LBL","LE BLEU        ","LBL","LE BLEU       ","LB ","LE BLEU CORPORAT"
"00620  ","LE BLEU WATER PREMIUM            ","24/20                             ","24/20 OZ ","       "," 24","000000000000 ","000000000000","00000000000000","LBL","LE BLEU        ","LBL","LE BLEU       ","LB ","LE BLEU CORPORAT"
"00622  ","LE BLEU WATER PREMIUM            ","32/10                             ","32/10 OZ ","       "," 32","000000000000 ","000000000000","00000000000000","LBL","LE BLEU        ","LBL","LE BLEU       ","LB ","LE BLEU CORPORAT"
"00623  ","AGUA FIJI                        ","36/330                            ","36/330ML ","       "," 36","632565000630 ","000000000000","00000000000000","FIJ","AGUA FIJI      ","FIJ","FIJI          ","PB ","PREMIUM BRANDS G"
"00624  ","AGUA FIJI                        ","24/500                            ","24/500   ","       "," 24","632565000111 ","632565000111","00632565000111","FIJ","AGUA FIJI      ","FIJ","FIJI          ","PB ","PREMIUM BRANDS G"
"00625  ","AGUA FIJI                        ","12/1L                             ","12/1L    ","       "," 12","632565000128 ","632565000128","00632565000128","FIJ","AGUA FIJI      ","FIJ","FIJI          ","PB ","PREMIUM BRANDS G"
"00626  ","AGUA FIJI                        ","12/1.5L                           ","12/1.5L  ","       "," 12","000000000000 ","000000000000","00000000000000","FIJ","AGUA FIJI      ","FIJ","FIJI          ","PB ","PREMIUM BRANDS G"
"00627  ","CAFE BARISTA PURIFIED WATER      ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","CSP","CAFE BARISTA   ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00628  ","CLARO                            ","12/500                            ","12/500   ","       "," 12","717624710025 ","000000000000","00000000000000","CLA","CLARO          ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00629  ","SPA REINE WRAP                   ","6/1.5L                            ","6/1.5L   ","       ","  6","000000000000 ","000000000000","00000000000000","SPA","SPA            ","SPN","SPA NATURAL   ","SP ","SPADEL SA       "
"00631  ","AWA SANTA BARBARA                ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","ASB","AWA ST BARBARA ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00632  ","NORTH SEA JAZZ FESTIVAL WATER    ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","NSJ","NSJF CLARO     ","CLA","CLARO         ","SA ","SANTA MARTHA BOT"
"00633  ","SB ELEGANCE (STILL-PET)          ","12/400                            ","12/400   ","       "," 12","001620014998 ","001620014998","08001620014998","ELE","SB ELEGANCE ST ","SAB","SAN BENEDETTO ","SF ","STANSFELD SCOTT "
"00634  ","ANTICA FONTE OWG - STILL         ","15/650                            ","15/650   ","       "," 15","859091000976 ","000000000000","00000000000000","AOT","ANTICA OWG STL ","SAB","SAN BENEDETTO ","SF ","STANSFELD SCOTT "
"00635  ","ANTICA FONTE PET - STILL         ","24/400                            ","24/400   ","       "," 24","859091001249 ","000000000000","00000000000000","APT","ANTICA PET STL ","SAB","SAN BENEDETTO ","SF ","STANSFELD SCOTT "
"00636  ","CORAL                            ","12/500                            ","12/500   ","       "," 12","630606225431 ","000000000000","00000000000000","CRL","CORAL          ","CRL","CORAL         ","SA ","SANTA MARTHA BOT"
"00637  ","CORAL                            ","6/1500                            ","6/1.5L   ","       ","  6","630606225448 ","000000000000","00000000000000","CRL","CORAL          ","CRL","CORAL         ","SA ","SANTA MARTHA BOT"
"00638  ","TOUCAN BOTTLED WATER             ","12/500                            ","12/500   ","       "," 12","060622531800 ","060622531800","00000000000000","TOU","TOUCAN WATER   ","TOU","TOUCAN        ","SA ","SANTA MARTHA BOT"
"00639  ","THE RIF                          ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","TRF","THE RIF        ","CRN","CORENDON      ","SA ","SANTA MARTHA BOT"
"00640  ","KUNUKU PURIFIED WATER            ","12/500                            ","12/500   ","       "," 12","000000000000 ","000000000000","00000000000000","KNK","KUNUKU WATER   ","KNK","KUNUKU        ","SA ","SANTA MARTHA BOT"
"00704  ","SPA REINE                        ","24/330                            ","24/330   ","       "," 24","410013102731 ","410013102502","05410013102502","SPA","SPA            ","SPN","SPA NATURAL   ","SP ","SPADEL SA       "
"00706  ","BRU SPARKLING                    ","12/750                            ","12/750   ","       "," 12","410013326519 ","410013326519","05410013326519","BRU","BRU            ","BRU","BRU           ","SP ","SPADEL SA       "
