"WHSE  ","ITEM   ","DESCRIPT                           ","U/C","   COST01 ","   COST02 ","   COST03 ","   COST04 ","   COST05 ","   COST06 ","   COST07 ","   COST08 ","   COST09 ","   COST10 ","    TOTAL  ","   COST99 "
"11060 ","811350 ","ARTESANIA PARR        4397M BANDEJ ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811351 ","ARTESANIA PARR        CUEVANOS MIM ","  1","   31.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    31.290 ","          "
"11020 ","811351 ","ARTESANIA PARR        CUEVANOS MIM ","  1","   31.290 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    31.290 ","          "
"11060 ","811351 ","ARTESANIA PARR        CUEVANOS MIM ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811353 ","ARTESANIA PARR        F1082 MATA C ","  1","    7.805 ","          ","    4.306 ","     .481 ","          ","    1.300 ","     .558 ","     .085 ","          ","          ","    14.535 ","          "
"11020 ","811353 ","ARTESANIA PARR        F1082 MATA C ","  1","    7.805 ","          ","    4.306 ","     .481 ","          ","    1.300 ","     .558 ","     .085 ","          ","          ","    14.535 ","          "
"11060 ","811353 ","ARTESANIA PARR        F1082 MATA C ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811354 ","ARTESANIA PARR        CUEVANOS CAS ","  1","   20.180 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.180 ","          "
"11020 ","811354 ","ARTESANIA PARR        CUEVANOS CAS ","  1","   20.180 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.180 ","          "
"11060 ","811354 ","ARTESANIA PARR        CUEVANOS CAS ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811356 ","ARTESANIA PARR        6523 CESTA P ","  1","   37.746 ","          ","   20.824 ","    2.328 ","          ","   15.964 ","    2.661 ","     .468 ","          ","          ","    79.990 ","          "
"11020 ","811356 ","ARTESANIA PARR        6523 CESTA P ","  1","   37.746 ","          ","   20.824 ","    2.328 ","          ","   15.964 ","    2.661 ","     .468 ","          ","          ","    79.990 ","          "
"11060 ","811356 ","ARTESANIA PARR        6523 CESTA P ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811362 ","ARTESANIA PARR        CAJA MADERA  ","  1","   10.590 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    10.590 ","          "
"11020 ","811362 ","ARTESANIA PARR        CAJA MADERA  ","  1","   10.590 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    10.590 ","          "
"11060 ","811362 ","ARTESANIA PARR        CAJA MADERA  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811363 ","ARTESANIA PARR        6598 SILLA P ","  1","   36.429 ","          ","   20.097 ","    2.246 ","          ","    5.997 ","    2.571 ","     .396 ","          ","          ","    67.737 ","          "
"11020 ","811363 ","ARTESANIA PARR        6598 SILLA P ","  1","   36.429 ","          ","   20.097 ","    2.246 ","          ","    5.997 ","    2.571 ","     .396 ","          ","          ","    67.737 ","          "
"11060 ","811363 ","ARTESANIA PARR        6598 SILLA P ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811364 ","ARTESANIA PARR        6584/1 PICNI ","  1","   30.600 ","          ","   16.881 ","    1.887 ","          ","   12.941 ","    2.157 ","     .379 ","          ","          ","    64.845 ","          "
"11020 ","811364 ","ARTESANIA PARR        6584/1 PICNI ","  1","   30.600 ","          ","   16.881 ","    1.887 ","          ","   12.941 ","    2.157 ","     .379 ","          ","          ","    64.845 ","          "
"11060 ","811364 ","ARTESANIA PARR        6584/1 PICNI ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811365 ","ARTESANIA PARR        CESTA MIMBRE ","  1","   36.770 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    36.770 ","          "
"11020 ","811365 ","ARTESANIA PARR        CESTA MIMBRE ","  1","   36.770 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    36.770 ","          "
"11060 ","811365 ","ARTESANIA PARR        CESTA MIMBRE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811366 ","ARTESANIA PARR        CESTA MIMBRE ","  1","   48.730 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    48.730 ","          "
"11020 ","811366 ","ARTESANIA PARR        CESTA MIMBRE ","  1","   48.730 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    48.730 ","          "
"11060 ","811366 ","ARTESANIA PARR        CESTA MIMBRE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811367 ","ARTESANIA PARR        CAPAZO PAJA  ","  1","   49.530 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    49.530 ","          "
"11020 ","811367 ","ARTESANIA PARR        CAPAZO PAJA  ","  1","   49.530 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    49.530 ","          "
"11060 ","811367 ","ARTESANIA PARR        CAPAZO PAJA  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811368 ","ARTESANIA PARR        BOLSO RAYAS  ","  1","   13.220 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.220 ","          "
"11020 ","811368 ","ARTESANIA PARR        BOLSO RAYAS  ","  1","   13.220 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.220 ","          "
"11060 ","811368 ","ARTESANIA PARR        BOLSO RAYAS  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811372 ","ARTESANIA PARR        BOLSO ESTREL ","  1","   16.200 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.200 ","          "
"11020 ","811372 ","ARTESANIA PARR        BOLSO ESTREL ","  1","   16.200 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.200 ","          "
"11060 ","811372 ","ARTESANIA PARR        BOLSO ESTREL ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811373 ","ARTESANIA PARR        CAPAZO RAYAS ","  1","   43.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    43.000 ","          "
"11020 ","811373 ","ARTESANIA PARR        CAPAZO RAYAS ","  1","   43.000 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    43.000 ","          "
"11060 ","811373 ","ARTESANIA PARR        CAPAZO RAYAS ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811374 ","ARTESANIA PARR        JARDINERAS Z ","  1","   11.920 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    11.920 ","          "
"11020 ","811374 ","ARTESANIA PARR        JARDINERAS Z ","  1","   11.920 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    11.920 ","          "
"11060 ","811374 ","ARTESANIA PARR        JARDINERAS Z ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811375 ","ARTESANIA PARR        JARDINERAS Z ","  1","   15.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    15.750 ","          "
"11020 ","811375 ","ARTESANIA PARR        JARDINERAS Z ","  1","   15.750 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    15.750 ","          "
"11060 ","811375 ","ARTESANIA PARR        JARDINERAS Z ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811376 ","ARTESANIA PARR        6561 CESTA P ","  1","   43.092 ","          ","   23.772 ","    2.657 ","          ","   18.224 ","    3.037 ","     .534 ","          ","          ","    91.317 ","          "
"11020 ","811376 ","ARTESANIA PARR        6561 CESTA P ","  1","   43.092 ","          ","   23.772 ","    2.657 ","          ","   18.224 ","    3.037 ","     .534 ","          ","          ","    91.317 ","          "
"11060 ","811376 ","ARTESANIA PARR        6561 CESTA P ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811377 ","ARTESANIA PARR        6179 SET DE  ","  1","   33.389 ","          ","   18.420 ","    2.059 ","          ","    5.497 ","    2.356 ","     .363 ","          ","          ","    62.083 ","          "
"11020 ","811377 ","ARTESANIA PARR        6179 SET DE  ","  1","   33.389 ","          ","   18.420 ","    2.059 ","          ","    5.497 ","    2.356 ","     .363 ","          ","          ","    62.083 ","          "
"11060 ","811377 ","ARTESANIA PARR        6179 SET DE  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811378 ","ARTESANIA PARR        CUEVANO MED  ","  1","   22.740 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    22.740 ","          "
"11020 ","811378 ","ARTESANIA PARR        CUEVANO MED  ","  1","   22.740 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    22.740 ","          "
"11060 ","811378 ","ARTESANIA PARR        CUEVANO MED  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811379 ","ARTESANIA PARR        CUEVANO GRA  ","  1","   28.930 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    28.930 ","          "
"11020 ","811379 ","ARTESANIA PARR        CUEVANO GRA  ","  1","   28.930 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    28.930 ","          "
"11060 ","811379 ","ARTESANIA PARR        CUEVANO GRA  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811384 ","ARTESANIA PARR        PORTAVELAS D ","  1","    9.480 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.480 ","          "
"11020 ","811384 ","ARTESANIA PARR        PORTAVELAS D ","  1","    9.480 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.480 ","          "
"11060 ","811384 ","ARTESANIA PARR        PORTAVELAS D ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811385 ","ARTESANIA PARR        BOTELLERO 3  ","  1","   49.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    49.870 ","          "
"11020 ","811385 ","ARTESANIA PARR        BOTELLERO 3  ","  1","   49.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    49.870 ","          "
"11060 ","811385 ","ARTESANIA PARR        BOTELLERO 3  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811386 ","ARTESANIA PARR        BOTELLERO CI ","  1","   11.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    11.240 ","          "
"11020 ","811386 ","ARTESANIA PARR        BOTELLERO CI ","  1","   11.240 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    11.240 ","          "
"11060 ","811386 ","ARTESANIA PARR        BOTELLERO CI ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811387 ","ARTESANIA PARR        BANDEJA REDO ","  1","   20.140 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.140 ","          "
"11020 ","811387 ","ARTESANIA PARR        BANDEJA REDO ","  1","   20.140 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.140 ","          "
"11060 ","811387 ","ARTESANIA PARR        BANDEJA REDO ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811388 ","ARTESANIA PARR        BANDEJA REDO ","  1","   26.560 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    26.560 ","          "
"11020 ","811388 ","ARTESANIA PARR        BANDEJA REDO ","  1","   26.560 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    26.560 ","          "
"11060 ","811388 ","ARTESANIA PARR        BANDEJA REDO ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811389 ","ARTESANIA PARR        BANDEJA REDO ","  1","   33.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    33.820 ","          "
"11020 ","811389 ","ARTESANIA PARR        BANDEJA REDO ","  1","   33.820 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    33.820 ","          "
"11060 ","811389 ","ARTESANIA PARR        BANDEJA REDO ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811391 ","ARTESANIA PARR        SLAVAMANTEL  ","  1","    6.150 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.150 ","          "
"11020 ","811391 ","ARTESANIA PARR        SLAVAMANTEL  ","  1","    6.150 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.150 ","          "
"11060 ","811391 ","ARTESANIA PARR        SLAVAMANTEL  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811392 ","ARTESANIA PARR        BANDEJA PLAN ","  1","   13.990 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.990 ","          "
"11020 ","811392 ","ARTESANIA PARR        BANDEJA PLAN ","  1","   13.990 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.990 ","          "
"11060 ","811392 ","ARTESANIA PARR        BANDEJA PLAN ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811393 ","ARTESANIA PARR        BANDEJA CART ","  1","    7.560 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     7.560 ","          "
"11020 ","811393 ","ARTESANIA PARR        BANDEJA CART ","  1","    7.560 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     7.560 ","          "
"11060 ","811393 ","ARTESANIA PARR        BANDEJA CART ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811400 ","ARTESANIA PARR        SILUETA GRAN ","  1","   29.230 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    29.230 ","          "
"11020 ","811400 ","ARTESANIA PARR        SILUETA GRAN ","  1","   29.230 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    29.230 ","          "
"11060 ","811400 ","ARTESANIA PARR        SILUETA GRAN ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811401 ","ARTESANIA PARR        CESTA MIMBRE ","  1","   20.790 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.790 ","          "
"11020 ","811401 ","ARTESANIA PARR        CESTA MIMBRE ","  1","   20.790 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.790 ","          "
"11060 ","811401 ","ARTESANIA PARR        CESTA MIMBRE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811403 ","ARTESANIA PARR        BOLSO GRANDE ","  1","   19.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    19.490 ","          "
"11020 ","811403 ","ARTESANIA PARR        BOLSO GRANDE ","  1","   19.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    19.490 ","          "
"11060 ","811403 ","ARTESANIA PARR        BOLSO GRANDE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811410 ","ARTESANIA PARR        BANDEJAS RED ","  1","   10.740 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    10.740 ","          "
"11020 ","811410 ","ARTESANIA PARR        BANDEJAS RED ","  1","   10.740 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    10.740 ","          "
"11060 ","811410 ","ARTESANIA PARR        BANDEJAS RED ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811412 ","ARTESANIA PARR        BANDEJAS RED ","  1","   13.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.870 ","          "
"11020 ","811412 ","ARTESANIA PARR        BANDEJAS RED ","  1","   13.870 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.870 ","          "
"11060 ","811412 ","ARTESANIA PARR        BANDEJAS RED ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811413 ","ARTESANIA PARR        BANDEJAS RED ","  1","   17.690 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    17.690 ","          "
"11020 ","811413 ","ARTESANIA PARR        BANDEJAS RED ","  1","   17.690 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    17.690 ","          "
"11060 ","811413 ","ARTESANIA PARR        BANDEJAS RED ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811417 ","ARTESANIA PARR        BANDEJAS RED ","  1","   20.830 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.830 ","          "
"11020 ","811417 ","ARTESANIA PARR        BANDEJAS RED ","  1","   20.830 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.830 ","          "
"11060 ","811417 ","ARTESANIA PARR        BANDEJAS RED ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811418 ","ARTESANIA PARR        BANDEJA HOJA ","  1","   14.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    14.680 ","          "
"11020 ","811418 ","ARTESANIA PARR        BANDEJA HOJA ","  1","   14.680 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    14.680 ","          "
"11060 ","811418 ","ARTESANIA PARR        BANDEJA HOJA ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811419 ","ARTESANIA PARR        BANDEJA HOJA ","  1","   19.640 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    19.640 ","          "
"11020 ","811419 ","ARTESANIA PARR        BANDEJA HOJA ","  1","   19.640 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    19.640 ","          "
"11060 ","811419 ","ARTESANIA PARR        BANDEJA HOJA ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811420 ","ARTESANIA PARR        BANDEJA RECT ","  1","    9.380 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.380 ","          "
"11020 ","811420 ","ARTESANIA PARR        BANDEJA RECT ","  1","    9.380 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.380 ","          "
"11060 ","811420 ","ARTESANIA PARR        BANDEJA RECT ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811422 ","ARTESANIA PARR        BANDEJA RECT ","  1","    9.540 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.540 ","          "
"11020 ","811422 ","ARTESANIA PARR        BANDEJA RECT ","  1","    9.540 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     9.540 ","          "
"11060 ","811422 ","ARTESANIA PARR        BANDEJA RECT ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811424 ","ARTESANIA PARR        BANDEJA MEDI ","  1","    6.080 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.080 ","          "
"11020 ","811424 ","ARTESANIA PARR        BANDEJA MEDI ","  1","    6.080 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.080 ","          "
"11060 ","811424 ","ARTESANIA PARR        BANDEJA MEDI ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811435 ","TORRE & TAGUS 5X7    LIBERTY PHOTO ","  1","   16.940 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.940 ","          "
"11020 ","811435 ","TORRE & TAGUS 5X7    LIBERTY PHOTO ","  1","   16.940 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.940 ","          "
"11060 ","811435 ","TORRE & TAGUS 5X7    LIBERTY PHOTO ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811445 ","H.A.G. IMPORT        WHT GLA OVAL  ","  1","    8.930 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.930 ","          "
"11020 ","811445 ","H.A.G. IMPORT        WHT GLA OVAL  ","  1","    8.930 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     8.930 ","          "
"11060 ","811445 ","H.A.G. IMPORT        WHT GLA OVAL  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811446 ","H.A.G. IMPORT        WHT GLA OVAL  ","  1","    5.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.490 ","          "
"11020 ","811446 ","H.A.G. IMPORT        WHT GLA OVAL  ","  1","    5.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.490 ","          "
"11060 ","811446 ","H.A.G. IMPORT        WHT GLA OVAL  ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811447 ","H.A.G. IMPORT        WHT GLA SERVE ","  1","   13.760 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.760 ","          "
"11020 ","811447 ","H.A.G. IMPORT        WHT GLA SERVE ","  1","   13.760 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.760 ","          "
"11060 ","811447 ","H.A.G. IMPORT        WHT GLA SERVE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811454 ","H.A.G. IMPORT        WHT GLASS COU ","  1","   13.760 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.760 ","          "
"11020 ","811454 ","H.A.G. IMPORT        WHT GLASS COU ","  1","   13.760 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    13.760 ","          "
"11060 ","811454 ","H.A.G. IMPORT        WHT GLASS COU ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811455 ","H.A.G. IMPORT        WHT GLASS COU ","  1","   18.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    18.600 ","          "
"11020 ","811455 ","H.A.G. IMPORT        WHT GLASS COU ","  1","   18.600 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    18.600 ","          "
"11060 ","811455 ","H.A.G. IMPORT        WHT GLASS COU ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811456 ","H.A.G. IMPORT        WHT GLASS DEE ","  1","   20.670 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.670 ","          "
"11020 ","811456 ","H.A.G. IMPORT        WHT GLASS DEE ","  1","   20.670 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.670 ","          "
"11060 ","811456 ","H.A.G. IMPORT        WHT GLASS DEE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811457 ","H.A.G. IMPORT        WHT GLASS PLA ","  1","   20.610 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.610 ","          "
"11020 ","811457 ","H.A.G. IMPORT        WHT GLASS PLA ","  1","   20.610 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    20.610 ","          "
"11060 ","811457 ","H.A.G. IMPORT        WHT GLASS PLA ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811460 ","H.A.G. IMPORT        BOWL 12.5CM B ","  1","    4.100 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.100 ","          "
"11020 ","811460 ","H.A.G. IMPORT        BOWL 12.5CM B ","  1","    4.100 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.100 ","          "
"11060 ","811460 ","H.A.G. IMPORT        BOWL 12.5CM B ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811468 ","H.A.G. IMPORT        BOWL 15CM YEL ","  1","    5.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.490 ","          "
"11020 ","811468 ","H.A.G. IMPORT        BOWL 15CM YEL ","  1","    5.490 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     5.490 ","          "
"11060 ","811468 ","H.A.G. IMPORT        BOWL 15CM YEL ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811469 ","H.A.G. IMPORT        BOWL 18CM BLU ","  1","    6.860 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.860 ","          "
"11020 ","811469 ","H.A.G. IMPORT        BOWL 18CM BLU ","  1","    6.860 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     6.860 ","          "
"11060 ","811469 ","H.A.G. IMPORT        BOWL 18CM BLU ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811477 ","H.A.G. IMPORT        PLATE 20CM RE ","  1","    4.100 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.100 ","          "
"11020 ","811477 ","H.A.G. IMPORT        PLATE 20CM RE ","  1","    4.100 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.100 ","          "
"11060 ","811477 ","H.A.G. IMPORT        PLATE 20CM RE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811478 ","H.A.G. IMPORT        PLATE 20CM YE ","  1","    4.100 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.100 ","          "
"11020 ","811478 ","H.A.G. IMPORT        PLATE 20CM YE ","  1","    4.100 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.100 ","          "
"11060 ","811478 ","H.A.G. IMPORT        PLATE 20CM YE ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811486 ","H.A.G. IMPORT        MUG S/4 320ML ","  1","   24.110 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    24.110 ","          "
"11020 ","811486 ","H.A.G. IMPORT        MUG S/4 320ML ","  1","   24.110 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    24.110 ","          "
"11060 ","811486 ","H.A.G. IMPORT        MUG S/4 320ML ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811501 ","H.A.G. IMPORT        FOOTED OVAL V ","  1","   16.040 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.040 ","          "
"11020 ","811501 ","H.A.G. IMPORT        FOOTED OVAL V ","  1","   16.040 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    16.040 ","          "
"11060 ","811501 ","H.A.G. IMPORT        FOOTED OVAL V ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811502 ","WILLOW SPECIAL        WIRED BURGUN ","  1","    4.160 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.160 ","          "
"11020 ","811502 ","WILLOW SPECIAL        WIRED BURGUN ","  1","    4.160 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","     4.160 ","          "
"11060 ","811502 ","WILLOW SPECIAL        WIRED BURGUN ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811506 ","H.A.G. IMPORT        FOOTED OVAL V ","  1","   24.110 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    24.110 ","          "
"11020 ","811506 ","H.A.G. IMPORT        FOOTED OVAL V ","  1","   24.110 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    24.110 ","          "
"11060 ","811506 ","H.A.G. IMPORT        FOOTED OVAL V ","  1","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","           ","          "
"11010 ","811508 ","H.A.G. IMPORT        HURRICANE GLA ","  1","   12.020 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.020 ","          "
"11020 ","811508 ","H.A.G. IMPORT        HURRICANE GLA ","  1","   12.020 ","          ","          ","          ","          ","          ","          ","          ","          ","          ","    12.020 ","          "
